Organisational Code,Organisation Name,Reference no,Lot title,Lot description,Company name,Registration number,SME,VCS,Contact name,Postcode,Reference no2,Lots,Title,Department,Buyer,Description,Description of the geographical coverage,Start date,End date,Awarded date,Review date,Appraisal date,Display until date,Visibility,Initial contract period (months),Total option to extend (months),Total contract period (months),Available No. of Ext.,Available extension details,Taken No. of Ext.,Taken Extension details,Estimated value,Estimated annual value,VAT not recovered,Internal ID,Primary contact,Process used,OJEU,Open to other organisations,Participating organisations,Central purchasing body,Framework type,Keywords,Categories,Public notes,Portal notes,Private notes
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN483234, N/A , N/A , SR Homecare , N/A ,FALSE,  ,Redacted, BS7 9FB,DN483234,1,Home Care Legacy Contracts COVID 19 Extension,People,Bristol City Council,"Homecare Contracts 

1. CM £420810.00

2. Noblis £146,692.00

3. SR HC £258,752.00",,44044,44408,43984,44197,,44408,Public,12,N/A,12,,,0,,"£826,254.00","£826,254.00",£0.00,PR0497,Redacted,Other (Direct award during COVID 19),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN483868, N/A , N/A , Aurora Hedgeway School ,9804089,FALSE,  ,Redacted, BS35 4JN,DN483868,1,SEND Independent Non Maintained School Placement Request Aurora Hedgeway,People,Bristol City Council,SEND Independent Non Maintained School Placement Request Aurora Hedgeway,,44077,45169,,44804,,45169,Public,36,N/A,36,,,0,,"£216,819.00",£0.00,£0.00,PRO708,Redacted,RFQ,No,No,,Bristol City Council,N/A,Aurora,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN483894, N/A , N/A , Bytes Software Services ,1616977,FALSE, N/A ,Redacted, KT22 7TW,DN483894,1,AppCheck Software Application,Business Change,Bristol City Council,"Appcheck Application to provide automated pen testing.

Cyber Security Suite.

KCS Y17038 Software Products and Associated Services utilising Bytes",,44013,45107,44005,44927,,45107,Organisation,36,N/A,36,,,0,,"£87,264.79",£0.00,£0.00,PR0710,Redacted,"Other (Framework - Direct Award

Y17038 Software Products and Associated Services)",No,No,,Bristol City Council,N/A,,"43230000 - Software, 55111600 - Electronic software reference material, 81112500 - Computer software licensing rental or leasing service",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN484097, N/A , N/A , eco50 ,12086443,FALSE, N/A ,Redacted, NN3 3BX,DN484097,1,Project Support - Appointment of commercial contract manager for energy centre development and coordination of infrastructure handover,Growth & Regeration,Bristol City Council,Commercial contract manager for energy centre development and coordination of infrastructure handover,,44095,45535,44084,44377,,45535,Public,9,N/A,9,,,0,,"£179,822.50",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN484187, N/A , N/A , Aurora Care &amp; Education Opco Ltd ,9768784,FALSE,  ,Redacted, GL2 9PG,DN484187,1,SEND Independent Non Maintained School Placement - The Aurora Group,People,Bristol City Council,SEND Placement x 2,,44075,45169,44006,44963,,45169,Public,36,0,36,0,,0,,"£420,822.00",£0.00,£0.00,PR0707,Redacted,Other (Compliant exception: Education placement),No,No,,Bristol City Council,N/A,,"86110000 - Alternative educational systems, 86120000 - Educational institutions, 86130000 - Specialized educational services, 86140000 - Educational facilities, 93140000 - Community and social services, 86111800 - Educational exchanges, 86121500 - Elementary and secondary schools, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN484187, N/A , N/A , Foxes Academy Ltd ,3192770,FALSE,  ,Redacted, GL2 9PG,DN484187,1,SEND Independent Non Maintained School Placement - The Aurora Group,People,Bristol City Council,SEND Placement x 2,,44075,45169,44006,44963,,45169,Public,36,0,36,0,,0,,"£420,822.00",£0.00,£0.00,PR0707,Redacted,Other (Compliant exception: Education placement),No,No,,Bristol City Council,N/A,,"86110000 - Alternative educational systems, 86120000 - Educational institutions, 86130000 - Specialized educational services, 86140000 - Educational facilities, 93140000 - Community and social services, 86111800 - Educational exchanges, 86121500 - Elementary and secondary schools, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485116, N/A , N/A , Gaist Limited ,6617206,FALSE, N/A ,Redacted, LA1 4WA,DN485116,1,Road Condition Survey undertaken on Highway Construction,Growth & Regeration,Bristol City Council,"Direct award via Blackpool Road Asset Management Systems (RAMS) Framework (single supplier framework - 2016/S 115-205153).

Contract will gather more reliable, accurate detailed analysis of the highway condition through the use of Detailed Visual Inspections (DVI) undertaken by operatives in specialist vehicles.",,44013,44742,44012,44200,,44742,Public,24,N/A,24,,,0,,"£350,000.00",£0.00,£0.00,PR0729,Redacted,Other (Direct award via Blackpool Road Asset Management Systems (RAMS) Framework (single supplier framework - 2016/S 115-205153).),No,No,,Bristol City Council,N/A,,81100000 - Professional engineering services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485181, N/A , N/A , SSE Contracting Limited , GB570118464 ,FALSE,  ,Redacted, BS2 0TD,DN485181,1,Arncliffe communal mains upgrade,Growth & Regeration,Bristol City Council,Arncliffe communal mains upgrade,,44022,44075,44013,44044,,44286,Public,1,N/A,1,,,0,,"£18,000.00",£0.00,£0.00,PR0735,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485255, N/A , N/A , Hitachi Solutions Europe Ltd ,4924233,FALSE, N/A ,Redacted, EC2N 1HQ,DN485255,1,Microsoft Dynamics Support Partner,Resources,Bristol City Council,Microsoft Dynamics Support Partner,,44044,44408,44013,44316,,45016,Public,12,12,24,1,Period: 12 months | Estimated start date: 01/08/2021 | Estimated end date: 31/07/2022 | Comment: An extension for 1 year,0,,"£236,000.00",£0.00,£0.00,PR0722,Redacted,"Other (Compliant exception: Competition absent for technical
reasons)",No,No,,Bristol City Council,N/A,,"81110000 - Computer services, 81160000 - Information Technology Service Delivery, 81111500 - Software or hardware engineering, 81161500 - Access management services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485414, N/A , N/A , BG Consult Ltd ,8309387,FALSE, N/A ,Redacted, NP20 2DX,DN485414,1,Management of District Heat Network Operation and Maintenance Contract,Resources,Bristol City Council,Management of District Heat Network Operation and Maintenance Contract.,,44013,44348,44012,44256,,44651,Public,11,N/A,11,,,0,,"£23,760.00",£0.00,£0.00,PR0728,Redacted,Other (Contract £5-£25k.),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485528, N/A , N/A , Flashbay LTD ,832298909,FALSE,  ,Redacted, SW6 2TW,DN485528,1,Flash Drives to support Department for Education laptop roll out,People,Bristol City Council,Flash Drives to support Department for Education laptop roll out,,44020,44020,44014,44020,,44286,Public,1,N/A,1,,,0,,"£9,585.00",£0.00,£0.00,PR0746,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"43201800 - Media storage devices, 43201900 - Media storage device accessories, 43202000 - Removable storage media, 43202100 - Removable storage media accessories, 43212200 - Computer data storage management systems",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485781, N/A , N/A , David Ogilvie Engineering Limited , 0165185SC ,FALSE,  ,Redacted, KA3 1HL,DN485781,1,Bin Order,Growth & Regeration,Bristol City Council,Bin Order,,44014,44135,44013,44074,,44286,Public,4,N/A,4,,,0,,"£12,556.00",£0.00,£0.00,PR0747,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485791, N/A , N/A , UKFast.net Ltd ,3845616,FALSE, N/A ,Redacted, M15 5QJ,DN485791,1,Bristol Design - UKFast Dedicated Server 2020 - 2023,Resources,Bristol City Council,Bristol Design - UKFast Dedicated Server 2020 - 2023,,44022,45117,44015,45026,,45382,Public,36,N/A,36,,,0,,"£9,270.90",£0.00,£0.00,PR0748,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"81110000 - Computer services, 81160000 - Information Technology Service Delivery, 81111500 - Software or hardware engineering, 81161500 - Access management services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485802, N/A , N/A , Mace and Menter , GB156389377 ,FALSE,  ,Redacted, BS1 4QA,DN485802,1,Local Business Support Research,Growth & Regeration,Bristol City Council,Local Business Support Research,,44021,44119,44015,44074,,44286,Public,3,N/A,3,,,0,,"£15,000.00",£0.00,£0.00,PR0750,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485872, N/A , N/A , Vaisala Ltd ,1487125,FALSE, N/A ,Redacted, B5 7SW,DN485872,1,Highway Winter Maintenance Service (including Route Optimisation),Resources,Bristol City Council,"Highway Winter Maintenace Management Service and as part of that, the Optimisaton of our Gritting Routes (and Thermal mapping which has already been provided).",,44018,45198,44018,44928,,45198,Public,39,N/A,39,,,0,,"£70,000.00",£0.00,£0.00,PR0725,Redacted,Other (Direct Award),No,No,,Bristol City Council,N/A,,78140000 - Transport services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN485902, N/A , N/A , Mobysoft Ltd ,4546648,FALSE,  ,Redacted, M1 3LD,DN485902,1,Rent Sense Housing Rent Data Analytics Service,Growth & Regeration,Bristol City Council,Provision of rent arrears data analytics service.,,44013,44377,43983,44249,,44377,Organisation,12,24,36,2,"Period: 12 months | Estimated start date: 01/06/2022 | Estimated end date: 31/05/2023 | Comment: Available if required (as per G-cloud framework terms), Period: 12 months | Estimated start date: 01/06/2023 | Estimated end date: 31/05/2024 | Comment: Available if required (as per G-cloud framework terms)",0,,"£385,000.00","£211,000.00",£0.00,,Redacted,RFQ,Yes,No,,Bristol City Council,N/A,,"43230000 - Software, 55111600 - Electronic software reference material, 81112500 - Computer software licensing rental or leasing service",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486091, N/A , N/A , North Sea Winches Ltd ,992188,FALSE,  ,Redacted, YO11 3UT,DN486091,1,Urgent upgrade to flood defences,Business Change,Bristol City Council,Urgent upgrade to flood defence.Bristol Harbour is protected by 2 flood defence gates. Should these fail we have had mobile hydraulic units to deploy to prevent tidal water reaching Bristol. These devices have recently failed and cannot be used. We therefore no longer have the capability to save Bristol should our gates malfunction. We therefore urgently need to upgrade and have a new capstan fitted for this purpose. We have contacted Bristol Port Authority who put us in touch with North Sea Winches a company used by them for a similar purpose. This took 2 months to get a site visit and quotation which we are very satisfied with. My concern is that if we now ask for 2 additional quotes the city will remain vulnerable should our gates fail. The sum of £46k will be insignificant to the billions of pounds the flood or collapse of the Harbour will cause. (see also chain of emails).,,44019,44385,44019,44089,,44378,Public,12,N/A,12,,,0,,"£46,180.00","£46,180.00",£0.00,,Redacted,Other (Waiver/ Emergency procedure),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486231, N/A , N/A , Bassitys Ltd ,6250869,FALSE,  ,Redacted, BS8 4DD,DN486231,1,MAINTENANCE OF TRAFFIC FREE PATHS (Cycle Paths),Growth & Regeration,Bristol City Council,MAINTENANCE OF TRAFFIC FREE PATHS (Cycle Paths),,44019,44286,44019,44196,,44286,Public,8,N/A,8,,,0,,"£17,250.00",£0.00,£0.00,PR0755,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486256, N/A , N/A , OVE Arup &amp; Partners International Limited , GB524461265 ,FALSE,  ,Redacted, NE1 3PL,DN486256,1,Procure virtual exhibition,Growth & Regeration,Bristol City Council,Procure virtual exhibition,,44015,44015,44014,44015,,44286,Public,1,N/A,1,,,0,,"£7,610.00",£0.00,£0.00,PR0759,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486265, N/A , N/A , Matt Durbin Associates Ltd ,7625794,FALSE,  ,Redacted, TA2 8QX,DN486265,1,Conham Vale - Removal of Calcite - 2020,Growth & Regeration,Bristol City Council,Conham Vale - Removal of Calcite - 2020,,44019,44032,44019,44027,,44286,Organisation,1,N/A,1,,,0,,"£10,000.00",£0.00,£0.00,PR0758,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486403, N/A , N/A , North Hill House School ,9057543,FALSE,  ,Redacted, BA11 2HB,DN486403,1,SEND Independent Non Maintained School Placement Extension Request North Hill House,People,Bristol City Council,SEND Independent Non Maintained School Placement Extension Request North Hill House,,44075,44439,,44228,,44439,Public,12,N/A,12,,,0,,"£164,945.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,North Hill,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486504, N/A , N/A , All Seasons Hire ,5876373,FALSE, N/A ,Redacted, SP11 6LJ,DN486504,1,Hire of a 2MW Gas Boiler for temporary supply to the Old Market Heat Network,Growth & Regeration,Bristol City Council,Hire of a 2MW Gas Boiler for temporary supply to the Old Market Heat Network,,44043,44196,44021,44105,,44286,Public,5,N/A,5,,,0,,"£42,557.60",£0.00,£0.00,PR0770 / PR1010,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"15100000 - Fuels, 15101700 - Fuel Oils, 15111700 - Fuel additives",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486509, N/A , N/A , The Management Centre ,4663203,FALSE, N/A ,Redacted, SE1 2BA,DN486509,1,Remobilisation project consultancy,Growth & Regeration,Bristol City Council,Remobilisation project consultancy,,44025,44046,44021,44039,,44286,Public,1,N/A,1,,,0,,"£15,800.00",£0.00,£0.00,PR0771,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,80121600 - Business law services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486568, N/A , N/A , FOCUS CONSULTANTS , OC357628 ,FALSE, N/A ,Redacted, NG8 6AS,DN486568,1,Colston Hall refurbishment project review,Growth & Regeration,Bristol City Council,Colston Hall refurbishment project review,,44021,44053,44021,44038,,44286,Public,1,N/A,1,,,0,,"£21,600.00",£0.00,£0.00,PR0762,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486575, N/A , N/A , Womble Bond Dickinson (UK) LLP , 0317661OC ,FALSE,  ,Redacted, NE1 3DX,DN486575,1,Legal Advisors on Temple Island,Resources,Bristol City Council,Continuation with Womble Bond Dickinson as advisors on Temple Island,,44021,44753,44021,44683,,44753,Public,24,N/A,24,,,0,,"£100,000.00",£0.00,£0.00,PRF0757,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"80120000 - Legal services, 80121500 - Criminal law services, 80121700 - Civil liability services, 80121800 - Family law services, 80121900 - Compensated legal participation services, 80131700 - Escrow and title services, 93111600 - Political representation and participation",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486583, N/A , N/A , Bristol Holding Ltd , GB220428253 ,FALSE,  ,Redacted, BS3 9FS,DN486583,1,Drafts of bulk heat distribution and supply agreements for the Heat network,Growth & Regeration,Bristol City Council,Drafts of bulk heat distribution and supply agreements for the Heat network,,44023,44054,44021,44043,,44286,Public,1,N/A,1,,,0,,"£7,720.00",£0.00,£0.00,PR0773,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"15100000 - Fuels, 15110000 - Gaseous fuels and additives, 15130000 - Fuel for nuclear reactors, 15101500 - Petroleum and distillates, 15101600 - Solid and gel fuels, 15101700 - Fuel Oils, 15101800 - Plant based liquid fuels or biofuels, 15111500 - Gaseous fuels, 15111700 - Fuel additives, 15131500 - Nuclear fuel, 73101500 - Petrochemical and plastic production, 83101800 - Electric utilities",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN486713, N/A , N/A , Black South West Network ,1123633,FALSE, N/A ,Redacted, BS5 0HE,DN486713,1,Decolonising Museum Programme,Growth & Regeration,Bristol City Council,Decolonising Museum Programme,,44021,44105,44021,44074,,44286,Portal,3,N/A,3,,,0,,"£10,500.00",£0.00,£0.00,PR0764,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"86110000 - Alternative educational systems, 86120000 - Educational institutions, 86130000 - Specialized educational services, 86140000 - Educational facilities, 86111800 - Educational exchanges, 86121500 - Elementary and secondary schools",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487097, N/A , N/A , Welfare Call ,6835794,FALSE, N/A ,Redacted, S72 8RP,DN487097,1,Welfare Call 2020/2021 - Attendance Monitoring for Children in Care,Resources,Bristol City Council,Welfare Call 2020/2021 - Attendance Monitoring for Children in Care,,44075,44408,44022,44316,,44651,Public,11,N/A,11,,,0,,"£11,641.50",£0.00,£0.00,PR0766,Redacted,Other (Contract £5-£25k.),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487296, N/A , N/A , Sarah Dale , N/R ,FALSE,  ,Redacted, BS24 6RW,DN487296,1,Parks Ecological Survey,Growth & Regeration,Bristol City Council,Parks Ecological Survey,,44025,44134,44026,44074,,44286,Public,3,N/A,3,,,0,,"£19,988.00",£0.00,£0.00,PR0798,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"81150000 - Earth science services, 81170000 - Biological science services, 70161700 - Ecosystems, 71112300 - Seismic services, 77101700 - Environmental advisory services, 81151500 - Meteorology, 81151700 - Geology, 81151800 - Oceanography and hydrology, 81151900 - Geophysics, 81171500 - Marine biology services, 81171600 - Ecological science services, 81171700 - Botanical science services, 81171800 - Agricultural science services, 81171900 - Aerobiological science services, 77000000 - Environmental Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487374, N/A , N/A , StackHPC Ltd ,9938332,FALSE,  ,Redacted,   BS79AW,DN487374,1,OPCR OpenStack cloud assessment,Growth & Regeration,Bristol City Council,OPCR OpenStack cloud assessment,,44026,44057,44026,44043,,44286,Public,1,N/A,1,,,0,,"£5,000.00",£0.00,£0.00,PR0787,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"81110000 - Computer services, 81160000 - Information Technology Service Delivery, 81111500 - Software or hardware engineering, 81161500 - Access management services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487377, N/A , N/A ,  Poscode T/A Codeo UK , GB922748315 ,FALSE,  ,Redacted, BS8 2NT,DN487377,1,Equipment for Civil Enforcement Officers,Growth & Regeration,Bristol City Council,Equipment for Civil Enforcement Officers,,44025,44074,44026,44043,,44286,Public,2,N/A,2,,,0,,"£12,150.00",£0.00,£0.00,PR0801,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487398, N/A , N/A , T.E.W. SOFTWARE SOLUTIONS LIMITED ,4346658,FALSE,  ,Redacted, WS14 0ED,DN487398,1,LOBDA Support (HR Archive Data),Resources,Bristol City Council,LOBDA Support (HR Archive Data),,44027,44211,44026,44150,,44286,Public,6,N/A,6,,,0,,"£64,755.00",£0.00,£0.00,PR0782,Redacted,"Other (Compliant exception: Competition absent for technical
reasons)",No,No,,Bristol City Council,N/A,,"81110000 - Computer services, 81160000 - Information Technology Service Delivery, 81111500 - Software or hardware engineering, 81161500 - Access management services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487461, N/A , N/A , Valuation Consultants Limited ,11542020,FALSE,  ,Redacted, CB4 0DS,DN487461,1,Valuation of BCC share in Bristol Port Company,Resources,Bristol City Council,Valuation of BCC share in Bristol Port Company,,44027,44043,44027,44034,,44286,Public,1,N/A,1,,,0,,"£15,000.00",£0.00,£0.00,PR0789,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"84111500 - Accounting services, 84111800 - Taxation issues and preparation, 81121500 - Economic analysis, 81121600 - Monetary systems and issues",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487469, N/A , N/A , CLC CONTRACTORS LIMITED ,1230435,FALSE, N/A ,Redacted, SO16 6PB,DN487469,1,Direct Award for bathing Adaptations,Growth & Regeration,Bristol City Council,Direct Award for bathing Adaptations - CLC Contractors,,44075,44286,44027,44197,,44286,Public,7,N/A,7,,,0,,"£60,000.00",£0.00,£0.00,PR0779,Redacted,Other (Compliant exception: Extreme unforeseeable urgency),No,No,,Bristol City Council,N/A,,30181600 - Non sanitary residential fixtures,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487470, N/A , N/A , Firebrand Training ,4097204,FALSE, N/A ,Redacted, W1B 3AT,DN487470,1,Firebrand Ltd Training,Resources,Bristol City Council,Learning & Development requirement,,44027,44196,44027,44134,,44196,Public,5,N/A,5,,,0,,"£20,000.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"86101800 - In service training and manpower development, 86132200 - Educational support services, 86141500 - Educational guidance services, 86000000 - Education and Training Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487476, N/A , N/A , IT Governance Ltd ,4418178,FALSE,  ,Redacted, CB7 4EA,DN487476,1,ISO27001 Information Security Training,Resources,Bristol City Council,Learning & Development,,44027,44196,44027,44135,,44196,Public,5,N/A,5,,,0,,"£25,000.00",£0.00,£0.00,PR0806,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"86101800 - In service training and manpower development, 86132200 - Educational support services, 86141500 - Educational guidance services, 86000000 - Education and Training Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487476, N/A , N/A , IT Governance Ltd ,4418178,FALSE,  ,Redacted, CB7 4EA,DN487476,1,ISO27001 Information Security Training,Resources,Bristol City Council,Learning & Development,,44027,44196,44027,44135,,44196,Public,5,N/A,5,,,0,,"£25,000.00",£0.00,£0.00,PR0806,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"86101800 - In service training and manpower development, 86132200 - Educational support services, 86141500 - Educational guidance services, 86000000 - Education and Training Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487493, N/A , N/A , westside contracting ltd ,4264277,FALSE, N/A ,Redacted, bs10 7rp,DN487493,1,Direct Award for bathing Adaptations,Growth & Regeration,Bristol City Council,Direct Award for bathing Adaptations - Westside Contracting,,44075,44286,44027,44197,,44286,Public,7,N/A,7,,,0,,"£60,000.00",£0.00,£0.00,PR0781,Redacted,Other (Compliant exception: Extreme unforeseeable urgency),No,No,,Bristol City Council,N/A,,"31140000 - Moldings, 30181600 - Non sanitary residential fixtures, 30265900 - Plastic coil and strips, 31141500 - Injection moldings, 31141600 - Vacuum moldings, 31141700 - Blow moldings, 31141800 - Reaction injection moldings RIM, 31141900 - Inserted injection moldings, 31142000 - Thermoplastic molding assemblies, 31142100 - Thermoplastic molding inserts, 31142200 - Thermoplastic multiple shot molding assemblies, 31142300 - Thermoplastic inserted molding assemblies, 31142400 - Thermoset molding assemblies, 31142500 - Thermoset molding inserts, 31142600 - Thermoset multiple shot molding assemblies, 31142700 - Thermoset inserted modling assembly, 31142800 - Dip moldings, 31142900 - In mold decorated injection moldings, 31143000 - Gas assist moldings, 31143100 - Thermoplastic finished molding assemblies, 31143200 - Post mold decorated injection moldings",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487501, N/A , N/A , Downs Brothers , . ,FALSE,  ,Redacted, .,DN487501,1,Direct Award for bathing Adaptations,Growth & Regeration,Bristol City Council,Direct Award for bathing Adaptations,,44075,44286,44027,44197,,44286,Public,7,N/A,7,,,0,,"£60,000.00",£0.00,£0.00,PR0780,Redacted,Other (Compliant exception: Extreme unforeseeable urgency),No,No,,Bristol City Council,N/A,,"31140000 - Moldings, 30181600 - Non sanitary residential fixtures, 30265900 - Plastic coil and strips, 31141500 - Injection moldings, 31141600 - Vacuum moldings, 31141700 - Blow moldings, 31141800 - Reaction injection moldings RIM, 31141900 - Inserted injection moldings, 31142000 - Thermoplastic molding assemblies, 31142100 - Thermoplastic molding inserts, 31142200 - Thermoplastic multiple shot molding assemblies, 31142300 - Thermoplastic inserted molding assemblies, 31142400 - Thermoset molding assemblies, 31142500 - Thermoset molding inserts, 31142600 - Thermoset multiple shot molding assemblies, 31142700 - Thermoset inserted modling assembly, 31142800 - Dip moldings, 31142900 - In mold decorated injection moldings, 31143000 - Gas assist moldings, 31143100 - Thermoplastic finished molding assemblies, 31143200 - Post mold decorated injection moldings",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487528, N/A , N/A , CBRE Limited ,3536032,FALSE, N/A ,Redacted, B2 5LS,DN487528,1,Temple Island - Ongoing Consultancy and Valuation Advice,Growth & Regeration,Bristol City Council,Temple Island - Ongoing Consultancy and Valuation Advice,,44027,44043,44027,44038,,44286,Public,1,N/A,1,,,0,,"£14,750.00",£0.00,£0.00,PR0763,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,85131500 - Experimental medicine services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487875, N/A , N/A , AFLA Ltd , GB822155652 ,FALSE,  ,Redacted, BS1 1UE,DN487875,1,Ashton Court Car Park Planning Application,External Users,Bristol City Council,Ashton Court Car Park Planning Application,,44027,44270,44026,44197,,44286,Public,3,N/A,3,,,0,,"£15,000.00",£0.00,£0.00,PR0808,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487881, N/A , N/A , Systems Engineering &amp; Assessment Ltd ,1010608,FALSE,  ,Redacted, BS1 1UE,DN487881,1,Movement of Bus Lane Enforcement Cameras,Growth & Regeration,Bristol City Council,Movement of Bus Lane Enforcement Cameras,,44028,44042,44029,44036,,44286,Public,1,N/A,1,,,0,,"£5,808.00",£0.00,£0.00,PR0809,Redacted,Other (Contract £5-15k),No,No,,Bristol City Council,N/A,,"30120000 - Roads and landscape, 30121700 - Road and railroad construction materials, 30121800 - Landscape architecture materials",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487887, N/A , N/A ," YOUR ELECTRICAL SUPPLIES,SERVICE AND SOLUTIONS  ", GB135786876 ,FALSE,  ,Redacted, WF6 1TN,DN487887,1,ELECTRICIAL MATERIALS DURING COVID-19,Growth & Regeration,Bristol City Council,ELECTRICIAL MATERIALS DURING COVID-19,,44013,44043,44012,44036,,44286,Public,1,N/A,1,,,0,,"£5,094.76",£0.00,£0.00,PR0810,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,39121700 - Electrical hardware and supplies,,,
