"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
LGSS001-DN347266-07489734,Contract,"Cambridgeshire County Council",Awarded,2019-01-02T15:20:12Z,"March - Wisbech Transport Corridor Study (Including Governance for Railway Investment Projects (GRIP) 3 B Options Selection Rail)","Appointment of Mott MacDonald Ltd for consultancy services via the ESPO 664 framework.",,,"East Midlands","71311200 ",,Contracts@Milton-Keynes.gov.uk,"Shire Hall","Castle Street",Cambridge,"CB3 0AP",England,,,,,,28/11/2018,31/08/2019,02/11/2018,NO,,Yes,No,No,Services,933465,,28/11/2018,933465,"[Mott MacDonald Ltd|Fourth floor
9 Portland Street 
Manchester 
M1 3BE|NONE||No|No]",,29/11/2018,31/08/2019,"Other ",
CUM001-DN395904-70043648,Contract,"Cumbria County Council",Awarded,2019-06-24T15:38:32Z,"PM Support for CSLR and the CCC Wider Capital Programme Team","Awarded for a consultancy to provide project management support to the capital programme, for capital programme projects including the Carlisle Southern Link Road (CSLR). The services provided through this contract are required to respond to the specialist knowledge sets and additional capacity required to manage the delivery of major infrastructure projects such as the Carlisle Southern Link Road. This contract is designed to complement ongoing investment in our internal project management capability.",,,"North West","71000000 ","Clare Redpath",clare.redpath@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RZ","United Kingdom","+44 1228221746",http://www.cumbria.gov.uk/,,,,27/05/2019,31/05/2023,26/03/2019,NO,,No,No,No,Services,3831195,3831195,15/05/2019,3831195,"[Mott MacDonald Ltd|CR0 2EE|NONE||No|No]","Ms Lorna Webb 2nd main a/c",27/05/2019,31/05/2023,"NotApplicable ",
tender_141474/777901,Contract,"Highways England",Awarded,2019-06-20T18:16:46Z,"2-216 M25 Strategic Change & Commercial RCM PB6","Comply with HE procedures working for the Project Sponsor Patrick Carney
Co-ordinate and lead on contractual discussions with the DBFO and Operator using the internal legal teams as support to ensure robust contracts.
Support with achieving the deliverable of a more efficient model for negotiating strategic changes within the DBFO contract. 
Report on submissions and update databases as required by Highways England governance and time frames. 
Validate contractual agreements in accordance with Highways England governance. 
Contribute to working groups as required and utilise negotiation skills with the suppliers.  
Support with knowledge sharing and dissemination of information for Highways England's area regions. 
His values align with the Highways England values and 5 Year Health and Safety Plan.",,,"West Midlands","73000000 ",,Spats_Framework_Lots_2to6@highwaysengland.co.uk,"2 The square",,Bristol,"BS1 6HA",England,,,"2-216 Award Letter - Transparency.docx ",,,12/06/2019,30/10/2019,01/05/2019,NO,,No,No,No,Services,118125,,20/06/2019,118125,"[Mott MacDonald Ltd|Birmingham|NONE||No|No]",,12/06/2019,30/10/2019,"CallOffFromFrameworkAgreement ",
7620124640-1,Contract,"FCO SERVICES",Awarded,2019-05-02T13:39:08Z,"Seismic Works","Seismic Works - Call off from FCO Services 2011/S204-331733",,"MK19 7BH",,"71352100 ",,PurchasingEnquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES",MK197BH,England,,,,,N/A,14/02/2019,28/02/2019,13/02/2019,NO,,Yes,No,No,Products,10831.62,,13/02/2019,10831.62,"[MOTT MACDONALD LTD|CR0 2EE|NONE||Yes|No]",,14/02/2019,28/02/2019,"CompetitiveDialogueOJEU ",
CUM001-DN398780-56074326,Contract,"Cumbria County Council",Awarded,2019-04-18T12:40:54Z,"PSF 3 Lot 1A - TA for Alternative Provision at Combe House & Elizabeth Welsh House","CCC is seeking to appoint a technical advisor and project manager (hereafter referred to as 'the consultant') to support delivery of the following developments:
•	Demolition and new build, or conversion, of a former Care Home at Combe House in Barrow through a design and build contract carried out by others.
•	Conversion of a former Care home at Elizabeth Welsh House in Carlisle through a design and build contract carried out by others.",,,"North West","71000000 ","Hayley Samson",hayley.samson@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RZ","United Kingdom","+44 1228226424",http://www.cumbria.gov.uk/,,,,29/04/2019,23/11/2020,05/04/2019,NO,,Yes,No,No,Works,60000,60000,18/04/2019,99666,"[Mott MacDonald Ltd|Spring Bank House
33 Stamford Street
Altrincham WA14 1ES|NONE||No|No]",,26/04/2019,23/11/2020,"Open ",
WOLVCITY001-DN385529-61187572,Contract,"Wolverhampton City Council",Awarded,2019-03-25T12:42:57Z,"PP18182 - Wolverhampton Great Spaces","The Council is looking to appoint an experienced consultant to deliver a strategic evidence base and future planned interventions programme for the City Centre Ring Road - Wolverhampton's Great Space. The consultant will be required to work directly with the City of Wolverhampton Council Strategic Transportation, Housing and Regeneration teams and the West Midlands Combined Authority in developing this baseline of evidence, exploration of radical transformation opportunities and the co-ordination of the future planned interventions.",,,"West Midlands","79000000 ","Jessica Prince",jessica.prince@wolverhampton.gov.uk,"Civic Centre","St Peters Square",Wolverhampton,"WV1 1RL",England,"+44 1902556556",http://www.wolverhampton.gov.uk,,,"Tenders are available at www.wolverhamptontenders.com    Please ensure you allow sufficient time to upload your responses and make your submissions.
",02/04/2019,31/10/2019,28/01/2019,NO,,Yes,No,No,Services,50000,50000,22/03/2019,30733,"[Mott MacDonald Ltd|CR0 2EE|NONE||No|No]","Mr Maurice Gidwani",01/04/2019,31/10/2019,"Open ",
CUM001-DN393006-35572117,Contract,"Cumbria County Council",Awarded,2019-03-22T11:55:06Z,"PSF 3 - Lot 2b re Provision of Design Services for Jubilee Bridge Refurbishment Project","Award of further competition through Professional Services Framework for design services of Jubilee Bridge Refurbishment Project.",,,"North West","71000000 ","Clare Redpath",clare.redpath@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RZ","United Kingdom","+44 1228221746",http://www.cumbria.gov.uk/,,,,08/04/2019,01/04/2021,22/02/2019,NO,,No,No,No,Services,95649,95649,22/03/2019,95649.4,"[Mott MacDonald Ltd|CR0 2EE|NONE||No|No]","Ms Lorna Webb 2nd main a/c",08/04/2019,01/04/2021,"NotApplicable ",
CUM001-DN386422-24375657,Contract,"Cumbria County Council",Awarded,2019-02-21T14:25:10Z,"PSF3 - Lot 1a and Lot 3a - BLH Client Advisor","Award through further competition via Professional Services Framework for a consultant to act as a client technical advisor and project manager to support it deliver the Furness Blue Light Hub project.",,,"North West","71000000 ","Clare Redpath",clare.redpath@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RZ","United Kingdom","+44 1228221746",http://www.cumbria.gov.uk/,,,,04/03/2019,31/03/2021,29/01/2019,NO,,Yes,No,No,Services,94689,94689,18/02/2019,94689,"[Mott MacDonald Ltd|CR0 2EE|NONE||No|No]","Ms Lorna Webb 2nd main a/c",04/03/2019,31/03/2021,"NotApplicable ",
LPOOL001-DN370681-66472886,Contract,"Liverpool City Council",Awarded,2018-11-29T15:05:02Z,"Design & Options Appraisal 3","Design contract awarded through the Crown Commercial Services Framework RM3741",,,"North West","71320000 ","Roger Ruffles",Roger.Ruffles@liverpool.gov.uk,"4th Floor, Cunard Building",,Liverpool,"L3 1DS",England,"+44 1512330590",http://www.liverpool.gov.uk,,,,03/11/2018,31/10/2019,01/11/2018,NO,,No,No,No,Services,374000,374000,02/11/2018,374000,"[Mott MacDonald Ltd|Mott MacDonald House, 8-10 Sydenham Road, Croydon, CR0 2EE|NONE||No|No]","Stephen Alexander",03/11/2018,31/10/2019,"DirectAward ",
CUM001-DN319603-23039200,Contract,"Cumbria County Council",Awarded,2018-07-25T14:12:19Z,"PSF2 - Lot 1, 2, 4 & 5 re Alston Front Street Reconstruction","Awarded Consultant Services for Alston Front Street Reconstruction",,,"North West","71000000 ","Clare Redpath",clare.redpath@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RZ","United Kingdom","+44 1228221746",http://www.cumbria.gov.uk/,,,,06/03/2018,15/02/2019,15/02/2018,NO,,No,No,No,Services,21384,21384,05/03/2018,21384,"[Mott MacDonald Ltd|Croydon|NONE||No|No]","Ms Lorna Webb 2nd main a/c",06/03/2018,15/02/2019,"NotApplicable ",
tender_141474/688612,Contract,"Highways England",Awarded,2018-07-19T09:52:01Z,"RIP Commercial Manager","The Regional Investment Programme (RIP) seeks to provide Commercial and Procurement support to its teams located across the network. For the past 6 months this support has been delivered at a programme level with targeted interventions, focussed on delivering best value and Highways England's Delivery Plan commitments in line with its core objectives.
The focus of the required support is to be during the Development Phase of projects, from Options through to detailed design.",,,"West Midlands","73000000 ",,spats_framework_lots2to6@highwaysengland.co.uk,"The Cube",,Birmingham,"B1 1RN",England,,,"2-164 Award Letter trans_1.docx 2-164 Award Letter trans (1).docx ",,,05/07/2018,30/08/2018,20/06/2018,NO,,No,No,No,Services,33435,,05/07/2018,33435.75,"[Mott Macdonald Ltd|London|NONE||No|No]",,05/07/2018,30/08/2018,"CallOffFromFrameworkAgreement ",
CUM001-DN346463-62008048,Contract,"Cumbria County Council",Awarded,2018-07-18T10:45:52Z,"PSF 3 - Lot 4a Kendal Highways and Transport Improvements Study","Cumbria County Council (""the Authority""), working with South Lakeland District Council, has awarded a consultant to undertake the next stage of study work to investigate the feasibility of transport improvements in Kendal.",,,"North West","71000000 ","Clare Redpath",clare.redpath@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RZ","United Kingdom","+44 1228221746",http://www.cumbria.gov.uk/,,,,18/07/2018,22/10/2018,02/07/2018,NO,,No,No,No,Services,43023,43023,17/07/2018,43023,"[Mott MacDonald Ltd|Mott MacDonald House, 8-10 Sydenham Road, Croydon, CR0 2EE|NONE||No|No]",,18/07/2018,22/10/2018,"NotApplicable ",
tender_141474/686335,Contract,"Highways England",Awarded,2018-07-05T14:10:08Z,"RIP Commercial Manager","This award follows a previous secondary competition where all suppliers were invited to propose individuals to work within RIP commercial for a 12 month period. Following the competition, task orders were raised for the first 6 months with the intent to extend. However, as the limit of 50% of awards would be breached, we have sought approval to direct award which has been given by RSG/RE",,,"West Midlands","73000000 ",,Spats_Framework_Lots_2to6@highwaysengland.co.uk,"The Cube",,Birmingham,"B1 1RN",England,,,"2-164 Award Letter trans.docx ",,,05/07/2018,30/08/2018,19/06/2018,NO,,No,No,No,Services,29366,,05/07/2018,29366.7,"[Mott Macdonald Ltd|Birmingham|NONE||No|No]",,05/07/2018,30/08/2018,"CallOffFromFrameworkAgreement ",
"CCIS17B65 - 00200331",Contract,"Crown Commercial Service",Awarded,2018-07-04T19:33:02Z,"CO - Assessment Management Platform support contract","This contract has already been awarded and is published for transparency purposes.
The Cabinet Office supports the Prime Minister and ensures the effective running of government. It is also the corporate headquarters for government, in partnership with HM Treasury, and takes the lead in certain critical policy areas.
This contract is for the provision of external technical services to provide user licenses and adequate support and hosting of the existing platform. In addition to licensing, hosting and support, this contract will also provide technical services required to support further design and test and to implement enhancements to the CCMP to meet emerging requirements over the duration of the contract.",,,"South East","72000000 ","Crown Commercial Service",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"00200331; Contract Award Letter - CF v1.0.pdf ",,,01/04/2018,31/03/2019,12/03/2018,NO,,Yes,No,No,Services,60200,,12/03/2018,60200,"[Mott MacDonald Ltd|Mott Macdonald House, 8-10 Sydenham Road CR0 2EE Croydon England|NONE||No|No]",,01/04/2018,31/03/2019,"CompetitiveQuotationNonOJEU ",
"CCIS18A31 - 00275812",Contract,"Crown Commercial Service",Awarded,2018-07-03T18:29:11Z,"CO - Contract management software support contract","This contract has already been awarded and is published for transparency purposes.
The Cabinet Office supports the Prime Minister and ensures the effective running of government. It is also the corporate headquarters for government, in partnership with HM Treasury, and takes the lead in certain critical policy areas.
A contract for technical services to provide software plus support and hosting of a new contract management accreditation platform (CMAP).",,,"Any region","72000000 ","Crown Commercial Service",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"00275812; Contract Award Letter - CF v1.0.pdf Annex B - Short Form Terms and Conditions for Services v4.0.pdf ",,,01/05/2018,30/04/2019,30/04/2018,NO,,Yes,No,No,Services,56200,,27/04/2018,56200,"[Mott MacDonald Ltd|Mott Macdonald House, 8-10 Sydenham Road CR0 2EE Croydon England|NONE||No|No]",,01/05/2018,30/04/2019,"CompetitiveQuotationNonOJEU ",
CUM001-DN304115-94061006,Contract,"Cumbria County Council",Awarded,2018-05-24T16:02:27Z,"PSF 2 Lot 2 - Jubilee Bridge - Project Manager and Supervisors","Awarded through Professional Services Framework for Consultant to provide site supervision of waterproofing repairs at Jubilee Bridge, Barrow in Furness",,,"North West","71000000 ","Clare Redpath",clare.redpath@cumbria.gov.uk,"Cumbria House","107 - 117 Botchergate",Carlisle,"CA1 1RZ","United Kingdom","+44 1228221746",http://www.cumbria.gov.uk/,,,,01/05/2018,30/10/2020,04/01/2018,NO,,No,No,No,Services,416033,416033,30/04/2018,416033,"[Mott MacDonald Ltd|CR0 2EE|NONE||No|No]",,01/05/2018,30/10/2020,"NotApplicable ",
PROC.01.0574,Contract,"WATER SERVICES REGULATION AUTHORITY",Awarded,2018-05-24T09:16:32Z,"External Support for the Assessment of Draft Water Resource Management Plans","WRMPs will be released for public consultation in January 2018 for English companies and March 2018 for Welsh companies. We will need to provide our responses within the 12 week statutory timeline.
This work will consist of a desk based review of each companies draft WRMP and supporting documentation to support the development of Ofwat's response to the statutory consultation. The Contractor will have access to our findings from pre-consultation to help prioritise resources. The review will be carried out using a proportionate and risk based approach. We expect this to take the form of a layer assessment process, with core questions - common across all companies, but with additional layers for medium and high risk companies. Our initial view is that we expect:

•	3-6 WRMPs to be high risk;
•	3-6 WRMPs to be medium risk; and
•	The rest to be low risk (including WRMPs for new appointees (NAVs))

We expect the tenders received to reflect these estimates but Contractors should include how they would revise their approach to a company's draft WRMP as the review progressed.

Key Tasks for the Contractor:
Start-up meeting
Ongoing meetings
Designing the assessment approach
Analysis of draft WRMPs
Training and debriefing session",,,"West Midlands,London","71330000 ",,mailbox@ofwat.gsi.gov.uk,"Centre City Tower","7 Hill Street",Birmingham,"B5 4UA",England,,,"PROC.01.0574-signed Order[1]_Redacted.pdf ",,,11/12/2017,29/06/2018,25/10/2017,NO,,Yes,No,No,Services,0,146613,04/12/2017,146613,"[Mott MacDonald Ltd|22 Station Road
Cambridge
CB1 2JD|COMPANIES_HOUSE|02887945|No|No]",,11/12/2017,29/06/2018,"OpenNonOJEU ",
"ESCC - RS - Hastings Transport Model",Contract,"EAST SUSSEX COUNTY COUNCIL",Awarded,2018-04-16T10:29:58Z,"Hastings Transport Model consultancy","Consultancy support to development of a new Transport Model, to support the development of Hastings Borough Council's, Hastings Town Centre and White Rock Area Action Plan.",,,"South East","71311200 ","Robert Sullivan",robert.sullivan@eastsussex.gov.uk,"County Hall",,LEWES,BN71UE,England,07711189255,,,,,04/09/2017,08/01/2018,28/07/2017,NO,,Yes,No,No,Services,70000,,23/08/2017,70000,"[Mott Macdonald Ltd.|8-10 Sydenham Road
Croydon
Greater London
CR0 2EE|COMPANIES_HOUSE|01243967|No|No]",,04/09/2017,08/01/2018,"Other Request for Quotation, Non OJEU",
SHEFCC001-DN288163-79498454,Contract,"Sheffield City Council",Awarded,2018-02-28T16:02:47Z,"Sheffield City Region: The Provision of Integrated Public Transport Network Strategic Outline Business Case","We are seeking suitably qualified consultants to prepare a Integrated Public Transport Strategic Outline Business Case. The work should build on the evidence bases prepared for the SCR Strategic Economic Plan,Infrastructure Investment Plan and Transport Strategy and the HS2 Growth Strategy as well as generating and compiling new evidence base as required for this commission.
The purpose of this commission is to build upon this existing evidence, to draw together an integrated connectivity strategy that sits within our existing policy and strategy framework. This will result in the production of a Strategic Outline Business Case for a fully integrated, multi-mode, public transport network that can move large numbers of people around the city region in an efficient, effective and affordable way.
Key to this commission will be to establish how a fully integrated system, can unlock economic growth constraints and help realise wider policy objectives.
This includes consideration of the integration of a range of modes including tram, bus and rail and understanding the interplay with walking, cycling, taxis and private car usage.  The ITT can be downloaded from the Yortender procurement portal (www.yortender.co.uk)",,,"Yorkshire and the Humber","73000000 79000000 ","Chris Goodacre",chris.goodacre@sheffield.gov.uk,"Level 8","East Wing, Moorfoot",Sheffield,"S1 4PL","United Kingdom","+44 7817464769",https://www.sheffield.gov.uk/,,,"The ITT can only be downloaded from the Yortender procurement portal (www.yortender.co.uk)
",06/09/2017,19/01/2018,21/08/2017,NO,,Yes,Yes,No,Services,160000,180000,25/09/2017,154000,"[Mott MacDonald Ltd|CR0 2EE|NONE||No|No]","Ms Hannah Adams",02/10/2017,31/01/2018,"Open ",
"7620122061 v2",Contract,"FCO SERVICES",Awarded,2018-02-28T13:33:27Z,"Seismic Programme - Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,MK197BH,,"71240000 ",,purchasing.enquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES",MK197BH,England,,,,,NA,30/11/2017,31/03/2018,29/11/2017,NO,,Yes,No,No,Products,464462.3,,29/11/2017,464462.3,"[MOTT MACDONALD LTD|222 UPPER STREET
N1 1XR
GB|COMPANIES_HOUSE|01243967|No|No]",,30/11/2017,31/03/2018,"CompetitiveDialogueOJEU ",
7620124640,Contract,"FCO SERVICES",Awarded,2018-02-27T11:57:27Z,"Seismic Programme - Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,MK197BH,,"71240000 ",,purchasing.enquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES",MK197BH,England,,,,,NA,26/10/2017,31/12/2017,25/10/2017,NO,,Yes,No,No,Products,34101.42,,25/10/2017,34101.42,"[MOTT MACDONALD LTD|CR92UL|NONE||Yes|No]",,26/10/2017,31/12/2017,"CompetitiveDialogueOJEU ",
2-128,Contract,"Highways Agency",Awarded,2017-12-22T13:42:17Z,"SPaTS Framework Lot 2: Regional Commercial Manager","Provide support and advice to project teams and areas within MP & OD in order to provide value for money savings through check and challenge. 
Provide contractual advice and support to project teams and areas within MP & OD in order to mitigate emerging disputes.",,,"West Midlands","71311210 ",,brad.benson@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"2-128 Award Letter.pdf ",,,21/12/2017,31/03/2018,14/12/2017,NO,,Yes,No,No,Services,67759.28,,14/12/2017,67759.28,"[Mott MacDonald Ltd|Canterbury House, 85 Newhall Street 
Birmingham 
B3 1LZ|NONE||No|No]",,21/12/2017,31/03/2018,"Other Other",
2-103,Contract,"Highways Agency",Awarded,2017-12-20T16:33:21Z,"SPaTS Framework Lot 2: RIP Commercial","Commercial Delivery Services.",,,London,"71311210 ",,caroline.bowen-smith@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"2-103 Award Letter.pdf ",,,01/10/2017,31/03/2018,30/09/2017,NO,,Yes,No,No,Services,99902.88,,30/09/2017,99902.88,"[Mott MacDonald Ltd|Canterbury House, 85 Newhall Street 
Birmingham 
B3 1LZ|NONE||No|No]",,01/10/2017,31/03/2018,"Other Other",
2-096,Contract,"Highways Agency",Awarded,2017-12-01T16:00:04Z,"SPaTS Framework Lot 2: RIP Commercial","RIP Commercial.",,,"West Midlands","71311210 ",,Caroline.Bowen-Smith@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"2-096 Award Letter.pdf ",,,23/10/2017,23/04/2018,22/10/2017,NO,,Yes,No,No,Services,30901.8,,22/10/2017,30901.8,"[Mott MacDonald Ltd|Canterbury House, 85 Newhall Street 
Birmingham 
B3 1LZ|NONE||No|No]",,23/10/2017,23/04/2018,"Other other",
CCCC17A82.,Contract,"Crown Commercial Service",Awarded,2017-11-21T10:08:22Z,"Provision of Consultancy for Value Analysis: Better Asset Management","Consultancy services contract for Value Analysis: Better Asset Management for the National Infrastructure Commission.",,,"Any region","71241000 73210000 79300000 ","Crown Commercial Service",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCCC17A82 REDACTED Agreement Annexes - Services v1.0.docx CCCC17A82 REDACTED Award Letter v1.0.docx CCCC17A82-01 REDACTED .docx ",,,02/10/2017,17/11/2017,22/09/2017,NO,,Yes,No,No,Services,83555,,28/09/2017,83555,"[Mott MacDonald Ltd|Mott Macdonald House, 8-10 Sydenham Road CR0 2EE Croydon England|||No|No]","Andrew Gordon",02/10/2017,17/11/2017,"OpenNonOJEU ",
tender_124944/633279,Contract,"Defra Network eTendering Portal",Awarded,2017-11-14T12:00:31Z,"Sterling House - Roof Repairs","To project manage the diagnosis and permanent remedy of the roof leaks.

 To include a detailed intrusive inspection to establish the cause of the leaks. Work to include temporary making good to areas opened up.

 Provide a written report summarising findings, produce specification of work to remedy incl budget costs and outline programme.",,,"Any region","45261910 45262640 71315000 71541000 72300000 ",,Network.Procurement@defra.gsi.gov.uk,DEFRA,,London,"SW1P 3JR",England,,,,,"
Please note that Defra procurement uses e-tendering, provided by Bravosolutions. In order to access the Bravo system you will need to be registered.
Could I therefore request that you register on the Bravo portal for Defra.
If you're already registered on the Bravo portal please check that your registration includes Defra, as you have to specify us in order to correctly receive the tender documents.
If you have any problems with the registration process, please contact the Bravo helpline on 0800 368 4850 or alternatively email them at help@bravosolution.co.uk. The link you require for new registration/amendments to registrations is -
https://defra.bravosolution.co.uk",06/03/2017,01/12/2017,02/02/2017,NO,,Yes,Yes,No,Works,12704,,18/05/2017,12704.98,"[Mott MacDonald Ltd|Fitzalan House, Fitzalan Road, Cardiff, South Glamorgan, CF24 0EL, UNITED KINGDOM|||No|No]",,06/03/2017,01/12/2017,"Other ",
7620124212,Contract,"FCO SERVICES",Awarded,2017-11-07T10:49:59Z,"Seismic Programme - Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH",,"71240000 ",,purchasing.enquiries@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,N/A,22/08/2017,30/09/2017,21/08/2017,NO,,Yes,No,No,Products,21854.62,,21/08/2017,21854.62,"[Mott Macdonald Ltd|CR9 2UL|||Yes|No]",,22/08/2017,30/09/2017,"CompetitiveDialogueOJEU ",
005806,Contract,"Newcastle City Council",Awarded,2017-11-07T10:25:37Z,"UTMC Common Database Replacement","5 year contract awarded for the provision of a Urban Traffic Management Control Common Database replacement.",,,"North East","63712700 ",,janine.cooper@newcastle.gov.uk,"Civic Centre",,"Newcastle upon Tyne","NE1 8QH",England,,,,"https://procontract.due-north.com ",,08/11/2017,31/01/2023,25/08/2017,NO,,Yes,Yes,No,Services,637400,,07/11/2017,637400,"[Mott MacDonald Ltd|8-10 Sydenham Road
Croydon
CR0 2EE|||No|No]",,08/11/2017,31/01/2023,"OpenOJEU ",
2-100,Contract,"Highways Agency",Awarded,2017-11-02T11:27:25Z,"SPaTS Framework Lot 2: RIP Commercial","Commercial Delivery Services.",,,London,"71311210 ",,caroline.bowen-smith@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"2-100 Signed Award Letter.pdf ",,,01/11/2017,31/03/2018,31/10/2017,NO,,No,No,No,Services,83036.1,,31/10/2017,83036.1,"[Mott MacDonald Ltd|Canterbury House, 85 Newhall Street 
Birmingham 
B3 1LZ|||No|No]",,01/11/2017,31/03/2018,"Other other",
2-073,Contract,"Highways Agency",Awarded,2017-10-26T17:44:20Z,"SPaTS Framework Lot 2: M25 Strategic Change & Commercial Lead","M25 Strategic Change & Commercial Lead.",,,"West Midlands","71311210 ",,brad.benson@highwaysengland.co.uk,Lateral,"8 City Walk",Leeds,"LS11 9AT",England,,,"2-073 Award Letter.pdf ",,,11/07/2017,30/11/2017,10/07/2017,NO,,Yes,No,No,Services,99933.55,,10/07/2017,99933.55,"[Mott MacDonald Ltd|Canterbury House, 85 Newhall Birmingham 
B3 1LZ|||No|No]",,11/07/2017,30/11/2017,"Other other",
7620115944/1,Contract,"FCO SERVICES",Awarded,2017-09-29T10:19:01Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH",,"71240000 ",,purchasing.enquiries@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,N/A,03/03/2017,30/09/2017,02/03/2017,NO,,Yes,No,No,Products,58714.65,,02/03/2017,58714.65,"[MOTT MACDONALD LTD|CR9 2UL|||Yes|No]",,03/03/2017,30/09/2017,"CompetitiveDialogueOJEU ",
"7620116406 / V1",Contract,"FCO SERVICES",Awarded,2017-09-28T11:24:57Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH",,"71240000 ",,purchasingenquiries@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,N/A,03/03/2017,30/09/2017,02/03/2017,NO,,Yes,No,No,Products,36289.85,,02/03/2017,36289.85,"[MOTT MACDONALD LTD|CR9 2UL|||Yes|No]",,03/03/2017,30/09/2017,"CompetitiveDialogueOJEU ",
"7620122159 / V1",Contract,"FCO SERVICES",Awarded,2017-09-28T09:38:40Z,"Seismic Programme-Planning & Desk Study","Seismic Programme - Planning & Desk Study - Call Off from FCO CPG Framework - Contract Ref 2011/S 204-331733",,"MK19 7BH",,"71240000 ",,purchasingenquiries@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,N/A,03/03/2017,30/09/2017,02/03/2017,NO,,Yes,No,No,Products,36751.5,,02/03/2017,36751.5,"[MOTT MACDONALD LTD|CR9 2UL|||Yes|No]",,03/03/2017,30/09/2017,"CompetitiveDialogueOJEU ",
WIRLC001-DN292869-68055658,Contract,"Wirral Borough Council",Awarded,2017-09-27T11:02:16Z,"Hoylake Golf Resort- Feasibility Study for Supporting Infrastructure","Wirral Council are looking to appoint a consultant to undertake a two stage scoping study for the Hoylake Golf Resort Infrastructure Improvements.   The objectives of the study are to:

•	  to undertake a gap analysis on the current available information and set out a methodology and costed programme for bridging any identified gaps to enable the completion of a Transport Strategic Outline Case; and
•	  subject to budget constraints and following agreement with the Council, undertake the tasks to bridge the gaps and complete a Strategic Outline Case in line with WebTAG requirements, with recommendations of further work to enable progression of the scheme to Transport Outline Business Case status.",,,"North West","71311210 71311300 ","Head of Procurement",tenders@wirral.gov.uk,"Old Market House, 4th Floor, West Wing","Hamilton Street",Birkenhead,"CH41 5AL",England,"+44 1516062000",http://www.wirral.gov.uk/,,,,25/09/2017,28/04/2018,07/09/2017,NO,,No,No,No,Services,75000,75000,20/09/2017,55334.24,"[Mott MacDonald Ltd|8-10 Sydenham Road
Croydon
Surrey
CR0 2EE|||No|No]",,25/09/2017,28/04/2018,"Restricted ",
