"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
"WP1613 INSIGHT DIRECT (UK) LTD",Contract,"Government Digital Service",Awarded,2019-01-03T12:09:29Z,"WP1613 INSIGHT DIRECT (UK) LTD","WP1613 INSIGHT DIRECT (UK) LTD",,,London,"48900000 ","Commissioning Team Commissioning Team",commissioning-digital@digital.cabinet-office.gov.uk,"The White Chapel Building, 10 Whitechapel High Street, London, E1 8Q",,London,"E1 8Q",England,,,,,,19/11/2018,18/11/2019,23/08/2018,NO,,No,No,No,Services,24461,,10/09/2018,24461,"[INSIGHT DIRECT (UK) LTD|Insight Campus, Terry Street
M17 1EX
GB|COMPANIES_HOUSE|02579852|No|No]",,19/11/2018,18/11/2019,"CallOffFromFrameworkAgreement ",
"CRH 01248 - AWARD",Contract,NOE-CPC,Awarded,2016-10-07T14:52:26Z,"Chesterfield College Further Competition Under the Crown Commercial Services (CCS) Framework RM1042 Corporate Software Solutions Lot 3 Human Resources (HR) and Payroll Software Solutions - AWARD","The Chesterfield College Group is seeking a HR & Payroll system to support the group’s companies and payrolls. The Chesterfield College Group currently comprises 4 companies (each require individual payrolls and tax reference numbers) and employs around 1000 staff.  The Chesterfield College Group anticipates future growth and a potential increase in staff numbers and/or payrolls.

1. Register your company on the eSourcing portal (this is only required once) - Browse to the eSourcing Portal: https://in-tendhost.co.uk/noecpc and click the link to register - Enter your correct business and user details - Note: your username will be the email address you have entered - you will also then shortly receive an email confirmation. 
2. Once registered access the site and from the Home page hover over 'Tenders' on the tool bar  and select 'current tenders' from the drop down options
3. Express Interest in the tender you are interested in - Select `Express Interest` within the Tender Details ( located at the bottom of the synopsis).  On doing so, you will instantly have access to the Tender Management area for that tender.  Any available documentation will be available via the various relevant tabs.  You can access this area at any point by logging in, navigating to `My Tenders` and selecting `View Details`.
4. Responding to the tender - There will be a tab allocated to any tender stage (e.g. PQQ and/or ITT).  Under the `My Tender Return` area, you will be required to complete any mandatory questionnaires and upload any requested documentation. You can now use the `Correspondence` function to communicate with the buyer and seek any clarification (any clarifications will be found within the `Clarifications` tab). - Note the deadline for completion, then follow the onscreen instructions to complete and submit your response. - There may be a mixture of online and offline actions for you to perform (there is detailed online help available). 
You must then submit your reply using the `Submit Response` button at the bottom of the page. If you require any further assistance please consult the online help, or contact the In-tend Support Desk.  Alerts will be sent to your request email addresses when any correspondence, alterations or clarifications are issued.

The standards and criteria are available in the PQQ/ITT documents available as indicated above.
",,"S44 5BL","East Midlands","79631000 72212450 ","Sanjeev Sharma",s.sharma2@nhs.net,"Top Road",Chesterfield,Derbyshire,"S44 5BL","United Kingdom","+44 1246 516229",,,,,21/07/2016,21/07/2019,24/05/2016,NO,,No,No,No,Services,0,,07/10/2016,0,"[Insight Direct (UK) Ltd|Technology Building,  Terry Street, Sheffield, United Kingdom, S9 2BU|||No|No]",,21/07/2016,21/07/2019,"Open ",
7620120601,Contract,"FCO SERVICES",Awarded,2016-09-14T15:03:40Z,"Public Sector discounts for software and telecoms",http://ccs.cabinetoffice.gov.uk/i-am-buyer/categories/ict/special-agreements/microsoft,,"MK19 7BH","South East","48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",25/05/2016,25/05/2016,25/05/2016,NO,,Yes,No,No,Products,277000,,25/05/2016,277000,"[INSIGHT DIRECT (UK) LTD|UB8 1PH|||No|No]",,25/05/2016,25/05/2016," ",
7620120605,Contract,"FCO SERVICES",Awarded,2016-09-14T14:52:40Z,"Public Sector discounts for software and telecoms",http://ccs.cabinetoffice.gov.uk/i-am-buyer/categories/ict/special-agreements/microsoft,,"MK19 7BH","South East","48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",12/05/2016,12/05/2016,12/05/2016,NO,,Yes,No,No,Products,50000,,12/05/2016,50000,"[INSIGHT DIRECT (UK) LTD|UB8 1PH|||No|No]",,12/05/2016,12/05/2016," ",
7620117131,Contract,"FCO SERVICES",Awarded,2016-09-14T09:57:12Z,"Technology Products",http://ccs-agreements.cabinetoffice.gov.uk/?field_views_search_value=%22RM1054%22&items_per_page=10,,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",03/04/2016,03/04/2016,03/04/2016,NO,,Yes,No,No,Products,185000,,03/04/2016,185000,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,03/04/2016,03/04/2016," ",
JP-RM1054,Contract,"Preston City Council",Awarded,2016-09-05T16:55:04Z,"Contract for the supply of hardware under CCS RM1054","Award of contract for the supply of Desktop
Computers, Laptop Computers and Thin clients to Preston City Council, under CCS Framework for
Technology Products RM1054",,,"North West","30200000 ",,j.patel@preston.gov.uk,"Town Hall","Lancaster Rd",PRESTON,"PR1 2RL",England,,,,,,02/06/2016,01/06/2018,27/04/2016,NO,,Yes,No,No,Products,99428,,19/05/2016,99428,"[Insight Direct (UK) Ltd|The Technology Building 
Insight Campus 
Terry St 
Sheffield 
S9 2BU|||No|No][XMA Ltd|Unit 44 Wilford Industrial Estate
Ruddington Lane
Wilford
Nottingham
NG11 7EP|||No|No]",,02/06/2016,01/06/2018,"NotApplicable ",
7620113980,Contract,"FCO SERVICES",Awarded,2016-08-26T13:25:42Z,"Public Sector discounts for software and telecoms",http://ccs.cabinetoffice.gov.uk/i-am-buyer/categories/ict/special-agreements/microsoft,,"MK19 7BH","South East","48700000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",08/04/2016,08/04/2016,08/04/2016,NO,,Yes,No,No,Products,28435.07,,08/04/2016,28435.07,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,08/04/2016,08/04/2016," ",
7620113981,Contract,"FCO SERVICES",Awarded,2016-08-26T12:51:49Z,"Public Sector discounts for software and telecoms",http://ccs.cabinetoffice.gov.uk/i-am-buyer/categories/ict/special-agreements/microsoft,,"MK19 7BH","South East","48700000 ",,CSCXG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",03/04/2016,03/04/2016,03/04/2016,NO,,Yes,No,No,Products,43958.9,,03/04/2016,43958.9,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,03/04/2016,03/04/2016," ",
7620115045,Contract,"FCO SERVICES",Awarded,2016-08-25T15:06:00Z,"Technology Products - Hardware and Software","Call off from CCS framework - http://ccs.cabinetoffice.gov.uk/i-am-buyer/categories/ict/special-agreements/microsoft",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",07/04/2016,07/04/2016,07/04/2016,NO,,Yes,No,No,Products,19000,,07/04/2016,19000,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,07/04/2016,07/04/2016," ",
7620119995,Contract,"FCO SERVICES",Awarded,2016-08-11T14:56:28Z,"Public Sector discounts for software and telecoms","Public Sector discounts for software and telecoms http://ccs.cabinetoffice.gov.uk/i-am-buyer/categories/ict/special-agreements/microsoft",,"MK19 7BH","South East","48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",25/02/2016,25/02/2016,25/02/2016,NO,,Yes,No,No,Products,39000,,25/02/2016,39000,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,25/02/2016,25/02/2016," ",
7620111628,Contract,"FCO SERVICES",Awarded,2016-08-11T14:04:16Z,"IT Hardware and Solutions","IT Hardware & Solutions - Call off from CCS Framework ref RM1692 see linkhttp://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",25/02/2016,25/02/2016,25/02/2016,NO,,Yes,No,No,Products,89794.52,,25/02/2016,89794.52,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,25/02/2016,25/02/2016," ",
7620111752,Contract,"FCO SERVICES",Awarded,2016-08-11T13:55:36Z,"IT Hardware and Solutions","IT Hardware & Solutions - Call off from CCS Framework ref RM1692 see link http://gps.cabinetoffice.gov.uk/contracts/rm1692",,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",25/02/2016,25/02/2016,25/02/2016,NO,,Yes,No,No,Products,181753.18,,25/02/2016,181753.18,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,25/02/2016,25/02/2016," ",
TS15046,Contract,"Derbyshire County Council",Awarded,2016-07-18T08:12:26Z,"Award of contract for the supply of Desktop Computers and Portable Devices to Derbyshire County Council, under CCS Framework for Technology Products RM1054/1.","Award of contract for the supply of Desktop Computers and Portable Devices to Derbyshire County Council, under CCS Framework for Technology Products RM1054/1.",,"DE4 3AG","East Midlands","30000000 ","Supply of Desktop PCs and Portable Devices – CCS Framework for T",alison.walbank@derbyshire.gov.uk,"Derbyshire County Council","County Hall",Matlock,"DE4 3AG",England,,,,,,02/06/2016,01/06/2018,02/06/2016,NO,,Yes,No,No,Products,1300000,,02/06/2016,1300000,"[Insight Direct (UK) ltd|Sheffield|||No|No][XMA Ltd|Nottingham|||No|No]",,02/06/2016,01/06/2018,"Other ",
7620119237,Contract,"FCO SERVICES",Awarded,2016-06-27T09:10:39Z,"Technology Products",http://ccs-agreements.cabinetoffice.gov.uk/?field_views_search_value=%22RM1054%22&items_per_page=10,,"MK19 7BH","South East","30000000 72000000 48000000 ",,CSCG.GovernanceSupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",03/12/2015,03/12/2015,03/12/2015,NO,,Yes,No,No,Products,14296.24,,03/12/2015,14296.24,"[Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,03/12/2015,03/12/2015," ",
"ITC11445 - 97",Contract,"Transport For London Finance Ltd",Awarded,2015-06-09T14:21:05Z,"JNP Oracle E-Business and Primavera licence","JNP Oracle E-Business and Primavera licence",,,London,"48000000 ",,CommercialCoE@TfL.gov.uk,"42-50 Victoria Street",,London,"SW1H 0TL",England,,,"Oracle E-Business terms and conditions REDACT.pdf ",,,01/05/2015,29/04/2016,01/05/2015,NO,,No,No,No,Services,495648.96,495648.96,01/05/2015,495648.96,"[Insight Direct (UK) Ltd|The Technology Building
Insight Campus
Terry Street
Sheffield
S9 2BU|||No|No]",,01/05/2015,29/04/2016,"Restricted ",
"ITC11445 - 93",Contract,"Transport For London Finance Ltd",Awarded,2015-06-04T10:18:32Z,"Oracle Primavera Licence Agreement","Oracle Primavera Licence Agreement",,,London,"48000000 ",,CommercialCoE@TfL.gov.uk,"42-50 Victoria Street",,London,"SW1H 0TL",England,,,"ITC11445-93 - Oracle Primavera Call Off Contract draft REDACT.pdf ",,,02/03/2015,02/03/2016,02/03/2015,NO,,No,No,No,Services,534426.04,534426.04,02/03/2015,534426.04,"[Insight Direct (UK) Ltd|Insight Campus
Terry Street
Sheffield
S9 2BU|||No|No]",,02/03/2015,02/03/2016,"Restricted ",
ITC11523,Contract,"Transport For London Finance Ltd",Awarded,2015-06-04T09:22:00Z,"Online Booking Tools","3 booking tools projects delivered under one procurement for busking, charities and London River Services",,,London,"48000000 ",,CommercialCoE@TfL.gov.uk,"42-50 Victoria Street",,London,"SW1H 0TL",England,,,"ICT11523 Booking Tools Final 16 03 15 REDACTED publish.pdf ",,,05/03/2015,05/03/2020,05/03/2015,NO,,No,No,No,Services,232350,232350,05/03/2015,232350,"[Insight Direct UK Ltd|Insight Campus
Terry Street
Sheffield
S9 2BU|||No|No]",,05/03/2015,05/03/2020,"Restricted ",
ICT11810,Contract,"Transport For London Finance Ltd",Awarded,2015-04-27T14:20:50Z,"SharePoint Infrastructure Management Solution","Procurement of an infrastructure management platform for SharePoint to assist TfL in using SharePoint in a more sustainable, secure, and productive way.",,,London,"48000000 ",,CommercialCoE@TfL.gov.uk,"42-50 Victoria Street",,London,"SW1H 0TL",England,,,"ICT10715 REDACTED.pdf ",,,17/03/2015,16/03/2016,17/03/2015,NO,,No,No,No,Services,199237,199237,17/03/2015,199237,"[Insight Direct (UK) Ltd|The Technology Building Insight Campus Terry Street Sheffield South Yorkshire S9 2BO|||No|No]",,17/03/2015,16/03/2016,"Restricted ",
ICT12014,Contract,"Transport For London Finance Ltd",Awarded,2015-04-27T13:36:48Z,"VMware Support 1 year","VMware Support  1 year",,,London,"48000000 ",,CommercialCoE@TfL.gov.uk,"42-50 Victoria Street",,London,"SW1H 0TL",England,,,,,,27/03/2015,25/03/2016,27/03/2015,NO,,No,No,No,Services,374000,374000,27/03/2015,374000,"[Insight Direct (UK) Ltd|The Technology Building, Insight Campus, Terry Street, Sheffield, South Yorkshire S9 2BU|||No|No]",,27/03/2015,25/03/2016,"Restricted ",
ICT11715,Contract,"Transport For London Finance Ltd",Awarded,2015-04-10T14:56:06Z,"BMC Remedy License Support and Maintenance","BMC Remedy License Support and Maintenance",,,London,"48000000 ",,CommercialCoE@TfL.gov.uk,"42-50 Victoria Street",,London,"SW1H 0TL",England,,,"ICT10715 REDACTED.pdf ",,,19/12/2014,18/12/2017,19/12/2014,NO,,No,No,No,Services,850000,850000,19/12/2014,850000,"[Insight Direct (UK) Ltd|The Technology Building Insight Campus Terry Street Sheffield South Yorkshire S9 2BO|||No|No]",,19/12/2014,18/12/2017,"Restricted ",
EASTRIDING1-DN496911-56679637,Contract,"East Riding of Yorkshire",Awarded,2020-10-30T10:23:43Z,"2317-20 VMWare Licensing Support & Maintenance Renewal","This contract is for the supply of VMWare Licence Support and Maintenance to East Riding of Yorkshire Council.",,,England,"72000000 ","Sophie Thompson",sophie.thompson@eastriding.gov.uk,"County Hall","Cross Street",Beverley,"HU17 9BA",England,"+44 1482395023",http://www.eastriding.gov.uk,,,,26/11/2020,25/11/2021,08/10/2020,NO,,Yes,No,No,Services,76785,,22/10/2020,76785,"[Insight Direct (UK) Ltd|The Technology Building, Insight Campus, Terry Street, Sheffield, S9 2BU|NONE||No|No]",,26/11/2020,25/11/2021,"Restricted ",,12:00
CF-0121100D58000000L5A4EAK1,Contract,"Home Office",Awarded,2020-10-21T15:38:51Z,"Proc612 Aspose License","SOFTWARE LICENSE",,"SW1P 4DF","Any region","48517000 ","Corrine Elomri",corrine.elomri2@homeoffice.gov.uk,"2 Marsham St, Westminster",,London,"SW1P 4DF",GB,,,,,,31/10/2020,30/10/2021,21/10/2020,NO,,No,No,No,NotApplicable,1686,1686,08/10/2020,1686,"[INSIGHT DIRECT (UK) LTD|WHARFSIDE BUSINESS CENTRE | TRAFFORD WARF ROAD |  | MANCHESTER M17 1EX|NONE||No|No]",,31/10/2020,30/10/2021,"CallOffFromFrameworkAgreement ",,00:00
RA291533,Contract,"NHS North of England CSU",Awarded,2020-10-19T18:40:16Z,"RA291533 - 0AR - UI Path Unattended Robots","You are invited to submit a quotation on behalf of NHS North of England CSU for UI Path Unattended Robots under the NHS SBS Framework Digital Workplace Solutions SBS/ 19/AB/WAB/9411 Terms and conditions  - The deadline for clarification questions is 13/10/2020 9am\
Responses to the clarification questions will be sent out, no later than 24 hours after the deadline.\
All communication and submissions must come via Multiquote and all prices net VAT GBP - To access this competition: login to https://suppliers.multiquote.com and view the opportunity RA291533. Not registered on MultiQuote - visit https://suppliers.multiquote.com then register and quote RA291533 as the reason for registration. Any queries please contact MultiQuote on 0151 482 9230.",,"DH1 3YG","Any region","30200000 ","Paul Johnson",support@multiquote.com,"John Snow House",,Durham,"DH1 3YG",England,"0151 482 9230",https://suppliers.multiquote.com,,,,19/10/2020,19/10/2020,19/10/2020,NO,,Yes,No,No,Products,0,0,19/10/2020,22438.92,"[Insight Direct UK Ltd|The Atrium, 1 Harefield Road, London, UB8 1PH|NONE||No|No]","Julie  Smith",20/10/2020,21/10/2020,"Open ",,00:00
BIP531862821,Contract,"Dorset Health Care University NHS Foundation Trust",Awarded,2020-10-07T11:30:02Z,"GB-Poole: Supply of Microsoft Server Licenses","Supply of Microsoft Server Licences for a three year period",,,"Any region","48820000 48821000 ",Procurement,craig.miles1@nhs.net,"Sentinel House","4-6 Nuffield Road",Poole,"BH17 0RB",UK,01202443020,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=531862821 ",,28/09/2020,27/10/2023,24/09/2020,NO,,No,No,No,Products,299255.64,,24/09/2020,299255.64,"[Insight Direct (UK) Ltd|The Atrium
        1 Harefield Road
        Uxbridge
        UB8 1PH|NONE||No|No]",Sales,28/09/2020,27/10/2023,"NotSpecified ",,00:00
NHSBT1344,Contract,"Blood Services South West",Awarded,2020-10-07T10:07:43Z,"AV Equipment","***Awarded contract*** AV Equipment for new blood centre in Barnsley",,,England,"32321200 ","Rachael Carpenter",rachael.carpenter@nhsbt.nhs.uk,"500-600 North Bristol Park,Northway, Filton",,BRISTOL,BS347QH,England,01179217245,,,,,23/03/2020,22/03/2021,24/01/2020,NO,,Yes,No,No,Products,22446,,05/03/2020,22446,"[INSIGHT DIRECT (UK) LTD|Technology Building
Insight Campus
Terry Street
Sheffield
S9 2BU|COMPANIES_HOUSE|02579852|No|No]",,23/03/2020,22/03/2021,"CallOffFromFrameworkAgreement ",,12:00
"STAR UID 8691",Contract,"Trafford Council",Awarded,2020-09-30T14:50:11Z,"Provision of Thousand Eyes Service","Provision of Thousand Eyes network monitoring service, this will enable the internal SMBC IT team to identify issues with homeworkers own domestic networking solutions and ISPs before they hit our remote access solutions, thereby helping to identify Internet rather than council caused issues.",,,"North West","48000000 72000000 ","PHILIP STEPHENS",philip.stephens@star-procurement.gov.uk,"Town Hall, Talbot Road, Stretford",,MANCHESTER,M320TH,England,07786117931,,,,,23/09/2020,22/09/2021,20/09/2020,NO,,Yes,No,No,Services,39000,,23/09/2020,38986.75,"[INSIGHT DIRECT (UK) LTD|Insight Campus, Terry Street
UB8 1PH
GB|COMPANIES_HOUSE|02579852|Yes|No]","Ross Poole",23/09/2020,22/09/2021,"CallOffFromFrameworkAgreement ",,12:00
tender_234450/890591,Contract,"Department for Work and Pensions",Awarded,2020-09-29T09:39:17Z,"2in1 Repair","Device repair service",,"M2 3AA","North West","50000000 ",,JULIA.DAVIES@DWP.GOV.UK,"2 St. Peters Square",,manchester,"M2 3AA",England,,,"REDACTED Cameo - Customer call off form - 5563 (008).pdf ",,,24/03/2020,18/06/2020,28/02/2020,NO,,Yes,No,No,Services,30000,,24/03/2020,30000,"[Insight Direct (UK) Ltd|Technology Building, Insight Campus, Terry Street, Sheffield, S9 2BU|NONE_OTHER||No|No]",,24/03/2020,18/06/2020,"CallOffFromFrameworkAgreement ",,12:00
PS/20/141,Contract,"Driver & Vehicle Licensing Agency",Awarded,2020-09-28T12:09:34Z,"Provision of Clearswift Portal Based Encryption for email","Award of Contract has been completed via Crown Commercial Services Framework. Award notice published for transparency. 
The scope of this requirement extends to the provision of a Clearswift Encryption Portal for email for 2000 users (2 instances).",,SA67JL,,"48000000 ","Sue Roblin",sue.roblin@dvla.gov.uk,DVLA,"Longview Road",SWANSEA,SA67JL,Wales,"01792 782562",,,,,01/10/2020,30/09/2021,02/09/2020,NO,,Yes,No,No,Services,44082.24,,11/09/2020,44082.24,"[INSIGHT DIRECT (UK) LTD|Technology Buildings,Insight Campus, Terry Street
SHEFFIELD
South Yorkshire
S9 2BU
GB|COMPANIES_HOUSE|02579852|No|No]","Roger Talbot",01/10/2020,30/09/2021,"CallOffFromFrameworkAgreement ",,14:00
889,Contract,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",Awarded,2020-09-25T15:03:21Z,"Data Centre Microsoft Server Licensing and Support (889)","SCW require Microsoft to license all centralised infrastructure services for Windows Server, thus ensuring all SCW datacentre services are licenced appropriately and attain compliance accordingly.
Licences shall meet Software Assurance.",,,"South East,South West","48000000 ",,scwcsu.justaskprocurement@nhs.net,"South Plaza,Marlborough Street",,BRISTOL,BS13NX,England,,,,,,01/08/2020,31/07/2023,12/06/2020,NO,,Yes,Yes,No,Products,0,,31/07/2020,344225.88,"[INSIGHT DIRECT (UK) LTD|Technology Buildings,Insight Campus, Terry Street
SHEFFIELD
South Yorkshire
S9 2BU
GB|COMPANIES_HOUSE|02579852|No|No]","Roger Talbot",01/08/2020,31/07/2023,"CallOffFromFrameworkAgreement ",,12:00
7F-2020-0299,Contract,"Norfolk Constabulary",Awarded,2020-09-23T09:58:52Z,"7F-2020-0299 BWV Cameras for Norfolk & Suffolk Constabularies","Purchase of 200 D5 Body Worn Video Cameras. Procured through EMSCU ICT VAR framework.",,,"East of England","32323300 32331500 35125300 38651000 ","Victoria Forde",victoria.forde@norfolk.police.uk,"Falconers Chase",,WYMONDHAM,NR180WW,England,07824461282,,,,,21/09/2020,27/11/2020,14/09/2020,NO,,No,No,No,Products,124432,,16/09/2020,124432,"[INSIGHT DIRECT (UK) LTD|Insight Campus, Terry Street
UB8 1PH
GB|COMPANIES_HOUSE|02579852|No|No]",,21/09/2020,27/11/2020,"CallOffFromFrameworkAgreement ",,00:00
tender_246472/887014,Contract,"Defra Network eTendering Portal",Awarded,2020-09-14T12:19:23Z,"RPA Cisco CAPD Infrastructure Suppot and Maintenance Service contract award","RPA Cisco CAPD Infrastructure Support and Maintenance Service contract award",,"SE1 2RE",London,"72222300 ","Inez Cifuentes",Inez.Cifuentes@defra.gov.uk,"17 Nobel House",,London,"SW1P 3JR",England,00,,"Insight - Direct Award Call off Contract (Schedule 7A) 24.8.20_Redacted.pdf ",,,01/10/2020,31/07/2022,14/08/2020,NO,,Yes,Yes,No,Services,518647.74,,24/08/2020,518647.74,"[Insight Direct (UK) Ltd|Sheffield, S9 2BU|NONE_OTHER||No|No]",,01/10/2020,31/07/2022,"CataloguePurchase ",,00:00
DVNCC001-DN498066-21644396,Contract,"Devon County Council",Awarded,2020-09-10T12:45:10Z,"CP1928-20 Finest Hardware Refresh","Devon County Council have a requirement to replace the FINEST server hardware including maintenance support.",,,"South West","72000000 ","Tracey White",tracey.white@devon.gov.uk,"County Hall","Topsham Road",Exeter,"EX2 4QD","United Kingdom","+44 1392383000",http://www.devon.gov.uk,,,,01/08/2020,31/07/2025,01/07/2020,NO,,Yes,Yes,No,Services,45000,45000,13/07/2020,45000,"[Insight Direct (UK) Ltd|The Atrium, 1 Harefield Road, Uxbridge.  UB8 1PH|NONE||No|No]","Omar Hussain",01/08/2020,31/07/2025,"Other ",,12:00
CF-0116900D58000000L5A4EAK1,Contract,"Home Office",Awarded,2020-08-26T12:02:34Z,"Siteminder Licences for HMPPS","Licence Renewal for HMPPS",,"CF10 5LR","Any region","30211200 ","Stephen Butler",stephencharles.butler1@homeoffice.gov.uk,"2 Marsham St, Westminster",,London,"SW1P 4DF",GB,,,,,"Cisco Wireless & ISE Hardware
",01/11/2019,30/09/2021,01/11/2019,NO,,Yes,No,No,Products,64000,64000,01/11/2020,64000,"[INSIGHT DIRECT (UK) LTD|WHARFSIDE BUSINESS CENTRE | TRAFFORD WARF ROAD |  | MANCHESTER M17 1EX|NONE||No|No]",,01/11/2019,30/09/2021,"CallOffFromFrameworkAgreement ",,00:00
CCIH20A03.,Contract,"Prime Ministers Office : Cabinet Office",Awarded,2020-08-06T10:52:03Z,"Apple iPhone Leasing Requirement [OFFICIAL]","Requirement to procure 320 mobile phones on a 24 month lease.",,,London,"32250000 ","Crown Commercial Service on behalf of Prime Ministers Office : Cabinet Office",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCIH20A03 REDACTED Framework Schedule 6 - Order Form  and Call-Off Schedules v0.1.pdf ",,,04/05/2020,03/05/2022,23/03/2020,NO,,No,No,No,Products,135552,,16/04/2020,135552,"[INSIGHT DIRECT (UK) LTD|.|NONE_OTHER||No|No]",.,04/05/2020,03/05/2022,"CallOffFromFrameworkAgreement ",,00:00
PUOB0023,Contract,"THE UNIVERSITY OF BOLTON",Awarded,2020-08-04T10:32:25Z,"SSSNA Servers, Storage & Solutions National Agreement - Lot 4  Reseller Led Solutions","This framework covers the provision of servers, storage and solutions, including converged infrastructure and end to end solutions.  It also includes soft services to support the delivery and implementation of these products and solutions.

This Agreement is split into 4 lots as follows:

Lot 1: Servers

Lot 2: Storage

Lot 3: Solutions - this is split into two sub-lots as follows:

Sub Lot 3a - Converged, Hyper-Converged, Hybrid and Other solutions (excluding HPC and DIC)

Sub Lot 3b - High Performance Computing (HPC) and Data Intensive Computing (DIC) Only

Lot 4: Reseller Solutions",,"BL3 5AB",,"72000000 ","Marianne Cain",m.cain@bolton.ac.uk,"Deane Road",,BOLTON,BL35AB,England,,,,,,04/08/2020,03/08/2026,01/05/2020,NO,,No,No,No,Products,302950,,04/08/2020,302950,"[INSIGHT DIRECT (UK) LTD|5th Floor Metro Building
33 Trafford Road
Salford Quays
Manchester
M5 3NN|NONE_OTHER||No|No]","Guy Beaudin",04/08/2020,03/08/2026,"CallOffFromFrameworkAgreement ",,12:00
SUN001-DN487760-67320240,Contract,"Sunderland City Council",Awarded,2020-08-03T15:12:37Z,"VMware Licence Renewal","Renewal of VM Ware Licenses",,,"North East","48000000 ","Tracey Lavelle",tracey.lavelle@sunderland.gov.uk,"Civic Centre","Burdon Road",Sunderland,"SR2 7SN",England,"+44 1915612363",http://www.sunderland.gov.uk/,,,"
Further competition called off from the CCS Technology & Products Framework",01/10/2020,30/09/2022,28/07/2020,NO,,Yes,No,No,Products,25000,48000,03/08/2020,47844.95,"[Insight Direct (UK) Ltd|5th Floor, Metro Building, Trafford Road, Salford Quays, Manchester, M5 3NN|NONE||No|No]","Guy Beaudin",01/10/2020,30/09/2021,"Other ",,12:00
BIP510115942,Contract,"Student Loans Company",Awarded,2020-07-21T11:00:19Z,"GB-Glasgow: Varonis Renewal","Varonis Renewal",,,Scotland,"72222300 ","Linda Milne",linda_milne@slc.co.uk,"100 Bothwell Street",,Glasgow,"G2 7JD",UK,01413062053,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=510115942 ",,18/07/2020,17/07/2021,30/06/2020,NO,,No,No,No,Services,94929,,30/06/2020,94929,"[Insight Direct (UK) Ltd|5th Floor Metro Building
        33 Trafford Road
        Salford
        Manchester
        M5 3NN|NONE||No|No]","Guy Beaudin",18/07/2020,17/07/2021,"NotSpecified ",
