Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
03/04/2017,ZZC270820,1,8926,Manor Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"3,252.00",530348,12735
03/04/2017,ZZC270820,2,8926,Manor Medical Practice,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"1,359.00",561704,12748
03/04/2017,ZZC270820,3,8926,Manor Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,862.00",530348,12737
03/04/2017,ZZC270820,4,8926,Manor Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"2,197.00",530348,12748
03/04/2017,ZZC270820,5,8926,Manor Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,0,530348,12737
03/04/2017,ZZC270821,1,8959,MARPLE BRIDGE SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,624.00",530348,12735
03/04/2017,ZZC270821,2,8959,MARPLE BRIDGE SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"1,288.00",530348,12748
03/04/2017,ZZC270821,3,8959,MARPLE BRIDGE SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,889,530348,12737
03/04/2017,ZZC270821,4,8959,MARPLE BRIDGE SURGERY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,0,530348,12737
03/04/2017,ZZC270821,5,8959,MARPLE BRIDGE SURGERY,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"1,359.00",561704,12748
04/04/2017,ZZC270862,1,8918,Boots (Stockport),320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"17,000.00",530342,12748
04/04/2017,ZZC270862,2,8918,Boots (Stockport),320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,500,530342,12737
04/04/2017,ZZC270863,1,8957,Stockport Medical Group - Edge,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"4,835.00",530348,12735
04/04/2017,ZZC270863,2,8957,Stockport Medical Group - Edge,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"5,390.00",530348,12737
04/04/2017,ZZC270863,3,8957,Stockport Medical Group - Edge,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"8,416.00",561704,12748
04/04/2017,ZZC270863,4,8957,Stockport Medical Group - Edge,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"5,152.00",530348,12748
04/04/2017,ZZC270863,5,8957,Stockport Medical Group - Edge,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,0,530348,12737
04/04/2017,ZZC270884,1,8930,Archwood Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,219.00",530348,12735
04/04/2017,ZZC270884,2,8930,Archwood Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,617.00",530348,12737
04/04/2017,ZZC270884,3,8930,Archwood Medical Practice,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,388,561704,12748
04/04/2017,ZZC270884,4,8930,Archwood Medical Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"3,333.00",530348,12748
04/04/2017,ZZC270885,1,9126,Dr Mathewson,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,267.00",530348,12735
04/04/2017,ZZC270885,2,9126,Dr Mathewson,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,945,530348,12735
04/04/2017,ZZC270885,3,9126,Dr Mathewson,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,083.00",530348,12735
04/04/2017,ZZC270885,4,9126,Dr Mathewson,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"1,619.00",561704,12748
04/04/2017,ZZC270886,1,8913,The Guywood Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"1,084.00",530348,12735
04/04/2017,ZZC270886,2,8913,The Guywood Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,666,530348,12737
04/04/2017,ZZC270886,3,8913,The Guywood Practice,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,324,561704,12748
04/04/2017,ZZC270886,4,8913,The Guywood Practice,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"3,902.00",530348,12748
04/04/2017,ZZC270887,1,8965,DR J JEFFS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"1,222.00",530348,12735
04/04/2017,ZZC270887,2,8965,DR J JEFFS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"2,101.00",530348,12737
04/04/2017,ZZC270887,3,8965,DR J JEFFS,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"1,326.00",530348,12748
04/04/2017,ZZC270887,4,8965,DR J JEFFS,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"2,590.00",561704,12748
04/04/2017,ZZC270888,1,8986,DRS GILMAN & BILBEY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,449.00",530348,12735
04/04/2017,ZZC270888,2,8986,DRS GILMAN & BILBEY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"4,759.00",530348,12737
04/04/2017,ZZC270888,3,8986,DRS GILMAN & BILBEY,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,"3,561.00",561704,12748
04/04/2017,ZZC270888,4,8986,DRS GILMAN & BILBEY,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"2,083.00",530348,12748
04/04/2017,ZZC270889,1,8922,Dr Dean and Partners,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Healthcare,"2,102.00",530348,12735
04/04/2017,ZZC270889,2,8922,Dr Dean and Partners,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PH-Lifestyles,"1,140.00",530348,12737
04/04/2017,ZZC270889,3,8922,Dr Dean and Partners,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,Sexual Health LES,777,561704,12748
04/04/2017,ZZC270889,4,8922,Dr Dean and Partners,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,Sexual Health LES,"2,349.00",530348,12748
10/04/2017,ZZC271035,1,2104,Central Manchester University,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Sexual Health,"3,889,539.00",500401,12736
20/04/2017,ZZC271530,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,DP - CEAS,"67,300.00",500401,12189
24/04/2017,ZZC271708,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,EHP CC Mgt Admin,"200,000.00",500401,10122
27/04/2017,ZZC271874,1,837,Bolton MBC Corporate Resources,999999,Fees and Charges,Fees and Charges,Services to People,FP - Fostering Staffing,"5,318.00",402404,11489
04/05/2017,ZZC272215,1,11086,Inspired Film and Video Ltd,150000,Consultancy   ,Professional Fees,Services to People,FP – Regional Adoption Agency,"5,350.00",401020,12870
05/05/2017,ZZC272297,1,10867,ABL Health Ltd,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Lifestyles,"733,000.00",500402,12737
05/05/2017,ZZC272298,1,10332,LIFELINE PROJECT LIMITED,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,"479,871.00",561704,12731
05/05/2017,ZZC272299,1,4369,Pennine Care NHS Trust,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,"1,125,000.00",561704,12731
05/05/2017,ZZC272300,1,628,Life Leisure,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Lifestyles,"177,403.00",561704,12737
10/05/2017,ZZC272512,1,11066,Eurospan Group,171113,Education Library Books ,Library Equipment,Services to People,SEN Reform,"5,961.06",400208,12759
12/05/2017,ZZC272638,1,10332,LIFELINE PROJECT LIMITED,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Drug and Alcohol,"65,936.00",500402,12731
23/05/2017,ZZC273012,1,8244,NCER CIC,200000,Financial Services  ,Fees and Charges,Services to People,SI - Advisers,"8,012.30",402401,10727
24/05/2017,ZZC273115,1,10985,SMS Education Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,"275,000.00",401024,10372
24/05/2017,ZZC273118,1,10332,LIFELINE PROJECT LIMITED,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Drug and Alcohol,"10,989.00",500402,12731
25/05/2017,ZZC273136,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Lifestyles,"18,000.00",500402,12737
25/05/2017,ZZC273144,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,SHV CSC Locality Lead,"8,733.00",500402,11514
26/05/2017,ZZC273222,1,10867,ABL Health Ltd,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Lifestyles,"733,000.00",500402,12737
31/05/2017,ZZC273338,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,HTV CSC Locality Lead,"8,733.00",500402,11516
02/06/2017,ZZC273438,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,CB/MW CSC Locality Lead,"8,733.00",500402,12188
05/06/2017,ZZC273467,1,5367,Safespaces (Cornholme) Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,DP - CEAS,"5,050.00",400110,12189
05/06/2017,ZZC273467,2,5367,Safespaces (Cornholme) Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,DP - CEAS,250,400110,12189
05/06/2017,ZZC273510,1,10867,ABL Health Ltd,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Lifestyles,"733,000.00",500402,12737
06/06/2017,ZZC273543,1,10337,SIGNPOST STOCKPORT for CARERS,390000,Supplies and services,Supplies and services,Services to People,Transformation Fund-Healthy Communities,"65,967.00",401600,12930
13/06/2017,ZZC273854,1,11066,Eurospan Group,171113,Education Library Books ,Library Equipment,Services to People,SEN Reform,"43,923.60",400208,12759
16/06/2017,ZZC274017,1,6455,Assoc Board of Royal Schools o,171012,Education Examinational Fees ,Fees and Charges,Services to People,SI -Music Service,"5,880.00",401012,10417
19/06/2017,ZZC274022,1,2011,dv Salford City Council,999999,Fees and Charges,Fees and Charges,Services to People,HIV Services,"25,197.00",401035,12746
19/06/2017,ZZC274069,1,10332,DV LIFELINE PROJECT LIMITED,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,"479,871.00",561704,12731
19/06/2017,ZZC274077,1,9199,Paxmans Musical Instruments,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,SI - Assisted Purch,"5,960.00",400110,10423
19/06/2017,ZZC274077,2,9199,Paxmans Musical Instruments,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,SI - Assisted Purch,336.6,400110,10423
20/06/2017,ZZC274169,1,9587,FFT Education Ltd,200000,Financial Services  ,Fees and Charges,Services to People,SI - Advisers,"18,765.00",402401,10727
26/06/2017,ZZC274414,1,9715,NHS Stockport CCG,310000,Healthcare  ,Third party payments - Public Sector,Services to People,Perip-Classroom Assistant - Learning Dif,"22,820.00",500402,10300
26/06/2017,ZZC274416,1,4369,Pennine Care NHS Trust,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,"1,125,000.00",561704,12731
27/06/2017,ZZC274466,1,7002,Halle Concerts Society,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,SI -Music Service,"12,000.00",401801,10417
30/06/2017,ZZC274725,1,2104,Central Manchester University,390000,Supplies and services,Supplies and services,Services to People,Chlamydia Screening,"72,434.00",401600,12747
03/04/2017,ZZP270770,1,5915,Atkins Global,390000,Supplies and services,Supplies and services,Services to Place,Network Assets Staff,"5,947.00",401600,11959
03/04/2017,ZZP270784,1,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"4,110.12",200304,C.00710.203
03/04/2017,ZZP270784,2,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,898.42,200304,C.00710.203
03/04/2017,ZZP270784,3,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"2,184.20",200304,C.00710.203
04/04/2017,ZZP270878,1,9756,Essential Fleet Services,380000,Vehicle Management  ,MOT Charges,Services to Place,Taxi & Private Hire Cars,"8,900.00",300124,10916
05/04/2017,ZZP270897,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"5,508.00",202032,11267
05/04/2017,ZZP270927,1,11056,Asset Management Academy Ltd,261500,Human Resources Training & Conferences ,Fees and Charges,Services to Place,Network Assets Staff,"11,650.00",401024,11959
05/04/2017,ZZP270928,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Highway Design Team,"51,350.00",401007,11972
05/04/2017,ZZP270929,1,8817,AECOM Infrastructure & Environ,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 606 Woodbank Park Cycle Path - Land,"14,970.50",401007,C.00945.204
06/04/2017,ZZP270962,1,10855,NEPRO Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Environment Administration Support,"25,000.00",401007,10922
06/04/2017,ZZP270972,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Highway Structures - Routine and Reactive Maintena,"15,000.00",401600,11975
06/04/2017,ZZP270975,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Highway Structures - Routine and Reactive Maintena,"15,000.00",401600,11975
07/04/2017,ZZP270987,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,"5,266.90",402001,11078
07/04/2017,ZZP270992,1,543,Konica Minolta Business Soltns,190000,Facilities & Management Services  ,Office Expenses,Corporate and Support Services,Public Libraries General,"8,500.00",400708,11329
07/04/2017,ZZP270992,2,543,Konica Minolta Business Soltns,190000,Facilities & Management Services  ,Office Expenses,Corporate and Support Services,Public Libraries General,"10,000.00",400708,11329
07/04/2017,ZZP271032,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 05 Phase 2 Project Management,"74,664.00",401007,C.01062
07/04/2017,ZZP271033,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Capital Expenditure,Highway Drainage Investment Programme - Design,"8,667.00",401007,C.01022.202
10/04/2017,ZZP271044,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Drainage Investment Programme - On Site,"32,000.00",401600,C.01022.203
10/04/2017,ZZP271045,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAPChestergte(RockRow-GtUnderbk)OnSit,"5,400.00",200304,C.00960.203
10/04/2017,ZZP271050,1,3529,Solutions SK Ltd,182000,Environmental Services Waste Management ,Waste Management,Services to Place,Pymt to Cont Recycling and Refuse,"7,072,599.00",201804,10856
10/04/2017,ZZP271050,2,3529,Solutions SK Ltd,181600,Environmental Services Street Cleansing ,Cleaning,Services to Place,Pymt to Contr Street Cleaning,"3,107,844.00",201606,10881
10/04/2017,ZZP271050,3,3529,Solutions SK Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Gritting,"396,425.00",202056,12033
10/04/2017,ZZP271050,4,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SSK Contract SLA,"2,010,617.00",202030,11166
10/04/2017,ZZP271050,5,3529,Solutions SK Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,SLA Safety Detect Repair Teams,"2,240,793.00",202050,11984
10/04/2017,ZZP271050,6,3529,Solutions SK Ltd,350000,Street & Traffic Management  ,Fixtures and Fittings,Services to Place,SLA Street Lighting,"1,091,872.00",201202,12026
10/04/2017,ZZP271050,7,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SSK Contract SLA,"131,127.00",202030,11166
10/04/2017,ZZP271050,8,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Arboriculture Contract SSK,"335,881.00",202030,12821
10/04/2017,ZZP271050,9,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Footways - On Site,"3,034,917.00",200304,C.00712.203
10/04/2017,ZZP271050,10,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Street Lighting - On Site,"500,000.00",200304,C.00705.203
10/04/2017,ZZP271050,11,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Patrol,"290,000.00",200160,12823
10/04/2017,ZZP271050,12,3529,Solutions SK Ltd,192200,Facilities & Management Services Security ,Security,Services to Place,CCTV/Control,"340,680.00",201204,12822
10/04/2017,ZZP271050,13,3529,Solutions SK Ltd,202000,Financial Services Rents ,Rents,Services to Place,Operational Support,"69,000.00",200700,10924
10/04/2017,ZZP271050,14,3529,Solutions SK Ltd,202000,Financial Services Rents ,Rents,Services to Place,Operational Support,"47,448.00",200700,10924
10/04/2017,ZZP271090,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP 907 Lancashire Hill Roundabout - On Site,"22,247.63",200304,C.01069.203
11/04/2017,ZZP271136,1,7628,Schools ICT Service Ltd,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,POD SIMS,"8,892.00",401017,10422
11/04/2017,ZZP271174,1,4482,Waste Solutions SK Ltd,182000,Environmental Services Waste Management ,Waste Management,Corporate and Support Services,Public Libraries General,"5,500.00",201803,11329
11/04/2017,ZZP271179,1,178,Trafford Council,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Corporate and Support Services,Library Management,"6,579.75",100290,11330
11/04/2017,ZZP271180,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP 907 Lancashire Hill Roundabout - On Site,"58,852.62",200304,C.01069.203
12/04/2017,ZZP271235,1,412,Manchester Airport Group Plc,390000,Supplies and services,Supplies and services,Capital Expenditure,Main Contractor DD - On Site,"14,295.71",401600,C.00880.203
13/04/2017,ZZP271287,1,9358,Seven Miles Out Arts CIC,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,High St Innovation Fund (H S I F),"5,284.64",401801,12678
18/04/2017,ZZP271302,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,Capital Expenditure,Main Contractor DD - On Site,"640,000.00",401600,C.00880.203
18/04/2017,ZZP271366,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,"25,000.00",401600,11139
19/04/2017,ZZP271439,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"34,216.00",401007,11965
19/04/2017,ZZP271440,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"10,080.00",401007,11965
19/04/2017,ZZP271441,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"79,000.00",401007,11965
19/04/2017,ZZP271442,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"52,000.00",401007,11965
19/04/2017,ZZP271443,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"20,640.00",401007,11965
19/04/2017,ZZP271444,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"76,960.00",401007,11965
19/04/2017,ZZP271445,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"71,760.00",401007,11965
19/04/2017,ZZP271446,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"89,440.00",401007,11965
19/04/2017,ZZP271447,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"16,560.00",401007,11965
19/04/2017,ZZP271448,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"89,440.00",401007,11965
19/04/2017,ZZP271449,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"71,760.00",401007,11965
19/04/2017,ZZP271450,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"19,920.00",401007,11965
19/04/2017,ZZP271451,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"71,760.00",401007,11965
19/04/2017,ZZP271452,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"18,288.00",401007,11965
19/04/2017,ZZP271453,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"82,160.00",401007,11965
19/04/2017,ZZP271454,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"25,376.00",401007,11965
19/04/2017,ZZP271456,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"19,200.00",401020,11965
19/04/2017,ZZP271457,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"79,000.00",401020,11965
19/04/2017,ZZP271460,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"34,216.00",401007,11965
19/04/2017,ZZP271461,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"33,120.00",401007,11965
19/04/2017,ZZP271475,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"83,538.00",401007,11965
19/04/2017,ZZP271476,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"83,200.00",401007,11965
19/04/2017,ZZP271477,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"96,720.00",401007,11965
19/04/2017,ZZP271478,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"52,000.00",401007,11965
19/04/2017,ZZP271479,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"73,320.00",401007,11965
19/04/2017,ZZP271480,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"89,440.00",401007,11965
19/04/2017,ZZP271481,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"89,440.00",401007,11965
20/04/2017,ZZP271503,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,"9,725.66",202030,10088
20/04/2017,ZZP271540,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Drainage Investment Programme - On Site,"5,500.00",401600,C.01022.203
20/04/2017,ZZP271541,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Highway Drainage Routine Repair - On Site,"7,800.00",200304,C.01023.203
20/04/2017,ZZP271543,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Highway Structures - Routine and Reactive Maintena,"11,754.40",401600,11975
21/04/2017,ZZP271565,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"5,152.34",401600,C.01152.203
21/04/2017,ZZP271566,1,7820,Greater Manchester GMUTC,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"12,000.00",401600,C.01152.203
21/04/2017,ZZP271570,1,8814,Agilisys Professional Services,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"12,000.00",402000,12503
21/04/2017,ZZP271584,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Highway Drainage Investment Programme - On Site,"9,500.00",200304,C.01022.203
21/04/2017,ZZP271606,1,5014,BIOBAG LTD,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Food Waste Containers,"291,696.00",400401,10865
21/04/2017,ZZP271607,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"64,480.00",401007,11965
24/04/2017,ZZP271667,1,3347,Crowley Memorials of Agecroft,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Berevement Services,"8,400.00",200123,11285
25/04/2017,ZZP271735,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"7,576.60",202032,11267
25/04/2017,ZZP271736,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"8,308.22",202032,11267
25/04/2017,ZZP271776,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"15,852.48",202032,11267
26/04/2017,ZZP271830,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Drainage Routine Repair - On Site,"5,100.00",401600,C.01023.203
27/04/2017,ZZP271869,1,4461,SGM (UK) Ltd (Bibby),181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Berevement Services,"14,280.00",400113,11285
27/04/2017,ZZP271941,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,Capital Expenditure,SEMMMS Prep Costs - On Site,"71,330.00",401600,C.00718.203
28/04/2017,ZZP271975,1,3529,Solutions SK Ltd,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,Marple Senior Citizens Hall,"9,322.20",201601,11584
