Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
2019-07-16,ZZH664790,1,6353,Ove Arup & Partners Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Sustain Policy,"6,600.00",401007,10885
2019-07-10,ZZH664507,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"272,897.98",200304,C.00880.203
2019-07-10,ZZH664471,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Highfield Cemetery,"35,099.60",200123,11282
2019-07-10,ZZH664470,1,8683,Enviro Technology Services,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Air Group,"27,400.00",400105,10920
2019-07-10,ZZH664519,1,7820,Greater Manchester GMUTC,230000,Highway Equipment & Materials    ,Highways Maintenance,#N/A,#N/A,"74,893.18",202054,C.00991.203
2019-07-12,ZZH664636,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"14,450.97",401600,C.01190.203
2019-07-12,ZZH664631,1,12703,The School of Military Ltd,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,VST - PPG,"10,000.00",401801,12777
2019-07-17,ZZH664905,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"39,500.00",401600,C.01190.203
2019-07-12,ZZH664637,1,10380,CA Telecom UK Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"59,491.44",401600,C.00880.203
2019-07-12,ZZH664654,1,3284,Stockport Cerebral Palsy,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,"8,448.00",530358,11513
2019-07-12,ZZH664669,1,13083,Abbotsound Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"8,100.00",530334,11837
2019-07-15,ZZH664709,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"7,245.00",400401,10864
2019-07-15,ZZH664744,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"12,465.53",401600,C.01207.203
2019-07-23,ZZH665149,1,4617,Creative Support Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,T.O.Ph3 Creative Sup,"333,901.00",530330,12809
2019-07-15,ZZH664749,1,757,Transport for Greater Manchest,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"19,250.00",200316,C.01271.201
2019-07-15,ZZH664750,1,757,Transport for Greater Manchest,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"7,144.00",200316,C.01273.201
2019-07-23,ZZH665148,1,4617,Creative Support Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"44,920.00",530332,11837
2019-07-15,ZZH664753,1,757,Transport for Greater Manchest,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"6,429.00",200316,C.01233.201
2019-07-15,ZZH664742,1,757,Transport for Greater Manchest,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"12,140.00",200316,C.01271.201
2019-07-15,ZZH664723,1,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"2,345.10",400401,10883
2019-07-15,ZZH664723,2,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"3,604.48",400401,10883
2019-07-17,ZZH664904,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"6,164.56",200304,C.00991.203
2019-07-16,ZZH664805,1,11126,The Light Cinemas Limited,190000,Facilities & Management Services  ,Fixtures and Fittings,#N/A,#N/A,"460,000.00",201201,C.10897
2019-07-17,ZZH664840,1,6170,Greater Manchester TreeStation,390000,Supplies and services,Supplies and services,Services to Place,Land Dev-Werneth Os,"6,518.00",401600,11280
2019-07-23,ZZH665147,1,10721,Fitzroy Support,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"10,647.00",530332,11837
2019-07-16,ZZH664806,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Income Recovery,"5,670.00",402001,12431
2019-07-16,ZZH664806,2,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Income Recovery,49,402001,12431
2019-07-16,ZZH664806,3,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Income Recovery,69.3,402001,12431
2019-07-17,ZZH664824,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,"13,770.00",402001,11139
2019-07-17,ZZH664824,2,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,119,402001,11139
2019-07-17,ZZH664824,3,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,108.9,402001,11139
2019-07-17,ZZH664901,1,2025,BT Plc (Openreach),230000,Highway Equipment & Materials    ,Highways Maintenance,#N/A,#N/A,"71,422.73",202055,C.00991.201
2019-07-17,ZZH664835,1,6870,KIDS,150000,Consultancy   ,Professional Fees,Services to People,SEN-Parent Partnersh,"50,000.00",401020,10316
2019-07-17,ZZH664899,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,#N/A,#N/A,"8,224.38",401600,C.01223.203
2019-07-17,ZZH664898,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,#N/A,#N/A,"5,398.49",401600,C.01223.203
2019-07-17,ZZH664897,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"12,401.93",200304,C.01287.203
2019-07-17,ZZH664896,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,#N/A,#N/A,"5,231.13",401600,C.01223.203
2019-07-17,ZZH664867,1,7025,CBRE Limited,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"8,911.34",401007,C.11511
2019-07-17,ZZH664894,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,#N/A,#N/A,"6,778.26",401600,C.01223.203
2019-07-17,ZZH664892,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,#N/A,#N/A,"5,115.99",401600,C.01223.203
2019-07-17,ZZH664891,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,#N/A,#N/A,"11,224.22",401600,C.01223.203
2019-07-18,ZZH664908,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"5,555.18",202033,C.10775
2019-07-17,ZZH664890,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"8,948.24",401600,C.01251.203
2019-07-17,ZZH664889,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"14,917.32",200304,C.00991.203
2019-07-22,ZZH665077,1,6098,SWARCO Traffic Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"7,680.00",200304,C.01136.201
2019-07-25,ZZH665277,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"17,968.00",401020,11965
2019-07-19,ZZH665001,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"8,746.50",400401,10864
2019-07-24,ZZH665221,1,13698,Lift Safe Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Operational Support,"15,995.00",400110,10924
2019-07-24,ZZH665221,2,13698,Lift Safe Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Operational Support,"2,993.00",400110,10924
2019-07-24,ZZH665221,3,13698,Lift Safe Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Operational Support,"1,950.00",400110,10924
2019-07-24,ZZH665221,4,13698,Lift Safe Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Operational Support,"1,585.00",400110,10924
2019-08-05,ZZH665745,1,13451,HM Prison and Probation Servic,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Corporate and Support Services,GMCA Cmnity Sfty Fnd,"6,000.00",402403,12965
2019-07-23,ZZH665145,1,4369,Pennine Care NHS Trust,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Ld Medical Services,"44,000.00",100290,11828
2019-07-19,ZZH665020,1,216,Manchester City Council,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,Scale & Spread - ACT,"41,549.00",500303,13028
2019-07-29,ZZH665406,1,423,Wigan MBC,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,Scale & Spread - NWD,"89,714.00",500303,13029
2019-07-30,ZZH665460,1,6116,Atkins Limited,150000,Consultancy   ,Professional Fees,Services to Place,Highways-Network Man,"19,760.00",401020,11968
2019-07-25,ZZH665280,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"1,029.70",200304,C.01197.203
2019-07-25,ZZH665280,2,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"2,315.70",200304,C.01197.203
2019-07-25,ZZH665280,3,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"6,598.50",200304,C.01197.203
2019-07-22,ZZH665049,1,11607,KA Tennis Coaching,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,"6,750.00",401020,10716
2019-07-22,ZZH665080,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"21,424.94",200304,C.01223.203
2019-07-22,ZZH665081,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"13,607.06",200304,C.01223.203
2019-07-22,ZZH665082,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"20,002.54",200304,C.01223.203
2019-07-22,ZZH665083,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"30,267.56",200304,C.01223.203
2019-07-23,ZZH665158,1,7670,Wilds Of Oldham,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,Town Hall Events,"5,000.00",201601,11375
2019-07-25,ZZH665282,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"9,732.00",200304,C.01219.203
2019-07-25,ZZH665282,2,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"36,013.44",200304,C.01219.203
2019-07-23,ZZH665153,1,12289,Pro Active PE & Sport Ltd,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,"1,595.00",401020,10716
2019-07-23,ZZH665153,2,12289,Pro Active PE & Sport Ltd,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,"1,595.00",401020,10716
2019-07-23,ZZH665153,3,12289,Pro Active PE & Sport Ltd,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,"1,595.00",401020,10716
2019-07-23,ZZH665153,4,12289,Pro Active PE & Sport Ltd,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,"1,595.00",401020,10716
2019-07-23,ZZH665153,5,12289,Pro Active PE & Sport Ltd,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,"1,595.00",401020,10716
2019-07-23,ZZH665153,6,12289,Pro Active PE & Sport Ltd,150000,Consultancy   ,Professional Fees,Services to People,SS-SSCO Partnership,520,401020,10716
2019-07-30,ZZH665459,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"198,150.45",401600,C.00985.203
2019-07-30,ZZH665505,1,13701,PossAbilities CIC,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,PossAbilities,"1,909,400.00",530330,13046
2019-07-23,ZZH665188,1,12388,Wistaston Church Lane Academy,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,"6,850.00",500304,10371
2019-07-24,ZZH665239,1,8923,South Reddish Medical Centre 1,340000,Stationery    ,Office Expenses,Services to People,PH-Healthcare,"7,875.00",400707,12735
2019-07-24,ZZH665227,1,7025,CBRE Limited,150000,Consultancy   ,Professional Fees,Services to Place,Town Centre Devt Tea,"50,000.00",401007,10072
2019-07-24,ZZH665226,1,7025,CBRE Limited,150000,Consultancy   ,Professional Fees,Services to Place,Town Centre Devt Tea,"50,000.00",401007,10072
2019-08-15,ZZH666210,1,9580,Health Management Ltd,311410,Healthcare Occupational Therapy Services ,Fees and Charges,Corporate and Support Services,POD Occ. Health,"120,000.00",400706,11721
2019-07-25,ZZH665284,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"41,600.00",401020,11965
2019-07-25,ZZH665260,1,13425,Paul Cheeseman,261500,Human Resources Training & Conferences ,Expenses and Allowances,Services to People,SA Board,"6,000.00",402201,12825
2019-07-29,ZZH665405,1,13692,Family Care Solutions,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,"10,530.00",530335,11513
2019-07-26,ZZH665310,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"19,080.00",401020,11965
2019-07-26,ZZH665322,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"7,245.00",400401,10864
2019-07-26,ZZH665322,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,350,400401,10864
2019-07-29,ZZH665375,1,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"2,717.39",400401,10883
2019-07-29,ZZH665375,2,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"2,717.39",400401,10883
2019-08-16,ZZH666260,1,350,Wicksteed Leisure,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"20,000.00",202032,C.10775
2019-07-29,ZZH665411,1,176,Lexis Nexis UK,200000,Financial Services  ,Fees and Charges,Services to Place,Commercial Standards,"7,469.00",402401,10913
2019-07-30,ZZH665456,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"5,577.50",200304,C.01240.203
2019-07-30,ZZH665441,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"29,568.22",401600,C.10943.238
2019-07-31,ZZH665519,1,216,Manchester City Council,202100,Financial Services Subscriptions ,Third party payments - Public Sector,Corporate and Support Services,Civil Resilience,"52,380.00",500305,11103
2019-08-01,ZZH665584,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"22,349.25",401024,10372
2019-07-31,ZZH665554,1,4617,Creative Support Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"10,400.00",530332,11837
2019-07-31,ZZH665553,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"7,204.66",530332,11837
2019-07-31,ZZH665552,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"27,386.66",530332,11837
2019-07-31,ZZH665551,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"21,392.85",530332,11837
2019-07-31,ZZH665550,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"19,966.66",530332,11837
2019-07-30,ZZH665504,1,4369,Pennine Care NHS Trust,999999,UNCLASSIFIED  ,MISCLASSIFIED? CHECK BEFORE PUBLICATION,Services to People,Cty Mental Hlth Team,"24,000.00",100115,11589
2019-07-30,ZZH665507,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"219,160.36",401600,C.00991.203
2019-07-30,ZZH665506,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"7,544.60",200304,C.01197.203
2019-08-01,ZZH665565,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,"7,270.99",202030,10088
2019-07-31,ZZH665528,1,9633,Ebony & Ivory Community Organi,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Health Protection,"10,000.00",561704,12739
2019-08-01,ZZH665596,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,"11,224.22",401600,C.01223.203
2019-08-01,ZZH665597,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,"6,778.26",401600,C.01223.203
2019-08-01,ZZH665599,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,"5,398.49",401600,C.01223.203
2019-08-01,ZZH665600,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,"5,115.99",401600,C.01223.203
2019-08-01,ZZH665601,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,"8,224.38",401600,C.01223.203
2019-08-01,ZZH665602,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,"5,231.13",401600,C.01223.203
2019-08-02,ZZH665647,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,"25,000.00",401600,11139
2019-08-01,ZZH665625,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"12,154.86",200304,C.01197.203
2019-08-02,ZZH665646,1,4272,Civica UK Ltd,999999,UNCLASSIFIED  ,MISCLASSIFIED? CHECK BEFORE PUBLICATION,Corporate and Support Services,Bentax,"40,950.00",601401,11139
2019-08-04,ZZH665691,1,3055,ATG Access Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"49,995.00",200304,C.01043.203
2019-08-05,ZZH665729,1,757,Transport for Greater Manchest,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"8,000.00",200316,C.01270.201
2019-08-05,ZZH665734,1,3529,Totally Local Company Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,EHP CC Reddish Vale,"8,352.70",201602,12294
2019-08-05,ZZH665728,1,12200,Cadent Gas Limited,230000,Highway Equipment & Materials    ,Highways Maintenance,#N/A,#N/A,"65,678.50",202055,C.00983.203
2019-08-06,ZZH665757,1,833,Egbert Taylor Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"3,150.00",400401,10883
2019-08-06,ZZH665757,2,833,Egbert Taylor Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"2,100.00",400401,10883
2019-08-06,ZZH665792,1,1222,Horticon Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"34,254.00",202032,C.10775
2019-08-06,ZZH665791,1,1222,Horticon Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"33,411.73",202032,C.10775
2019-08-06,ZZH665790,1,1222,Horticon Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"38,358.50",202032,C.10775
2019-08-06,ZZH665789,1,1222,Horticon Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"39,749.90",202032,C.10775
2019-08-06,ZZH665776,1,13041,YARAN NORTHWEST CIC,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Health Protection,"19,000.00",561704,12739
2019-08-06,ZZH665784,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"17,277.40",202032,C.01290.203
2019-08-06,ZZH665783,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"19,531.52",202032,C.01290.203
2019-08-06,ZZH665794,1,62,Insight Direct (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"13,880.00",400105,C.10004.001
2019-08-08,ZZH665961,1,10572,Cranage Hall,190000,Facilities & Management Services  ,Office Expenses,Services to People,SI - Advisers,"11,408.00",400705,10727
2019-08-08,ZZH665961,2,10572,Cranage Hall,190000,Facilities & Management Services  ,Office Expenses,Services to People,SI - Advisers,"3,246.00",400705,10727
2019-08-07,ZZH665894,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"25,584.00",401020,11965
2019-08-08,ZZH665927,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Highway Structs R+R,"5,000.00",401600,11975
2019-08-08,ZZH665970,1,10750,LEB PARTNERSHIP,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Contin Educ Service,"7,782.00",400110,10511
2019-08-08,ZZH665970,2,10750,LEB PARTNERSHIP,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Contin Educ Service,528,400110,10511
2019-08-08,ZZH665970,3,10750,LEB PARTNERSHIP,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Contin Educ Service,180,400110,10511
2019-08-08,ZZH665970,4,10750,LEB PARTNERSHIP,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Contin Educ Service,379,400110,10511
2019-08-08,ZZH665970,5,10750,LEB PARTNERSHIP,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Contin Educ Service,60,400110,10511
2019-08-08,ZZH665970,6,10750,LEB PARTNERSHIP,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Contin Educ Service,295,400110,10511
2019-08-08,ZZH665970,7,10750,LEB PARTNERSHIP,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Contin Educ Service,430,400110,10511
2019-08-08,ZZH665969,1,10855,Bloom Procurement Services,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Chief Execs Office,"600,000.00",401020,11112
2019-08-08,ZZH665977,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shop Ctre,"44,520.00",401020,12866
2019-08-14,ZZH666181,1,12182,Ladybird Childcare Brinnington,240000,Horticultural  ,Grounds Maintenance,Services to People,Brinnigton CC,"8,000.00",202030,12295
2019-08-13,ZZH666094,1,3750,TheNational Trust(Enterprises),150000,Consultancy   ,Professional Fees,Services to Place,U-Lyme Park & Hall,"890,580.00",401007,11379
2019-08-13,ZZH666127,1,9177,Inivea Ltd,201800,Financial Services Insurance ,Insurance,Services to Place,Houldsworth Village,"8,394.00",201410,11314
2019-08-15,ZZH666211,1,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"5,287.65",402002,12503
2019-08-15,ZZH666215,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"7,617.00",401007,C.01172.202
2019-08-16,ZZH666262,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"24,257.40",202032,C.10775
2019-08-15,ZZH666225,1,5367,Safespaces (Cornholme) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"5,194.90",200301,C.10004.001
2019-08-15,ZZH666225,2,5367,Safespaces (Cornholme) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,275.4,200301,C.10004.001
2019-08-15,ZZH666225,3,5367,Safespaces (Cornholme) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,453.9,200301,C.10004.001
2019-08-15,ZZH666225,4,5367,Safespaces (Cornholme) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,356.98,200301,C.10004.001
2019-08-15,ZZH666225,5,5367,Safespaces (Cornholme) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,250,200301,C.10004.001
2019-08-15,ZZH666228,1,12193,Greater Manchester Combined Au,390000,Supplies and services,Supplies and services,#N/A,#N/A,"205,000.00",401600,C.01193.203
2019-08-16,ZZH666257,1,3156,Creative Ideas In Print,290000,Arts & Leisure Services  ,Publicity and Promotion,Corporate and Support Services,POD Communications,"18,750.00",401801,11323
2019-08-16,ZZH666256,1,3156,Creative Ideas In Print,290000,Arts & Leisure Services  ,Publicity and Promotion,Corporate and Support Services,POD Communications,"42,146.00",401801,11323
2019-08-16,ZZH666282,1,3156,Creative Ideas In Print,290000,Arts & Leisure Services  ,Publicity and Promotion,Corporate and Support Services,POD Communications,"42,146.00",401801,11323
2019-08-16,ZZH666277,1,10105,Mastercall Healthcare,390000,Supplies and services,Supplies and services,Services to People,PH-Communities,"39,375.00",401600,12738
2019-08-20,ZZH666389,1,13223,A Pacini Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Property Client Acct,"5,652.14",401020,12328
2019-08-21,ZZH666469,1,11014,Flowbird Smart City UK Limited,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"7,985.00",400105,C.10935
2019-08-23,ZZH666611,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"16,137.77",401600,C.01260.203
2019-08-21,ZZH666475,1,2859,G and S Smirthwaite,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,SEN Equipment,978,400110,10324
2019-08-21,ZZH666475,2,2859,G and S Smirthwaite,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,SEN Equipment,"2,696.00",400110,10324
2019-08-21,ZZH666475,3,2859,G and S Smirthwaite,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,SEN Equipment,702,400110,10324
2019-08-21,ZZH666475,4,2859,G and S Smirthwaite,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,SEN Equipment,417,400110,10324
2019-08-21,ZZH666475,5,2859,G and S Smirthwaite,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,SEN Equipment,430,400110,10324
2019-08-23,ZZH666612,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"10,958.64",401600,C.01285.203
2019-08-23,ZZH666613,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Frmwk Staff,"19,080.00",401020,11965
