Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area,Net Order Value Over £5000.00 
2017-10-02,ZZP279312,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Brown Wheelie Bins,6590.50
2017-10-02,ZZP279312,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Blue Wheelie Bins,6590.50
2017-10-02,ZZP279318,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Our Lady & Christopher's Church, On Site",10782.23
2017-10-03,ZZP279343,1,4272,Civica UK Ltd,261400,Human Resources Temporary & Agency Staff ,,Corporate and Support Services,Digital by Design Technical,95155.00
2017-10-03,ZZP279343,2,4272,Civica UK Ltd,261400,Human Resources Temporary & Agency Staff ,,Corporate and Support Services,Digital by Design Technical,10750.00
2017-10-05,ZZP279484,1,12342,HiveMind Network Limited,270000,Information Communication Technology  ,,Corporate and Support Services,IT Head of Service,30000.00
2017-10-05,ZZP279485,1,12341,HARTBRIGHTS LTD,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Bridgefield - Light Cinema Incentive,65700.00
2017-10-05,ZZP279521,1,12342,HiveMind Network Limited,270000,Information Communication Technology  ,,Corporate and Support Services,IT Head of Service,10000.00
2017-10-05,ZZP279528,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 1,8175.00
2017-10-05,ZZP279532,1,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,420.00
2017-10-05,ZZP279532,2,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,350.00
2017-10-05,ZZP279532,3,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,160.00
2017-10-05,ZZP279532,4,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,1100.00
2017-10-05,ZZP279532,5,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,2250.00
2017-10-05,ZZP279532,6,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,200.00
2017-10-05,ZZP279532,7,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,100.00
2017-10-05,ZZP279532,8,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,990.00
2017-10-05,ZZP279532,9,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,10.00
2017-10-05,ZZP279532,10,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,,Services to Place,Landscape Dev-Werneth Ward Open Spaces,1320.00
2017-10-06,ZZP279615,1,12341,HARTBRIGHTS LTD,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Bridgefield - Light Cinema Incentive,65700.00
2017-10-06,ZZP279641,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,,Capital Expenditure,5090 Hemphaw Lane Lidl S278 - On Site,46401.77
2017-10-10,ZZP279750,1,371,EXTERION MEDIA (UK ) LTD,190000,Facilities & Management Services  ,,Corporate and Support Services,Bridgefield IE,6780.00
2017-10-10,ZZP279751,1,1007,JCDecaux UK Ltd,190000,Facilities & Management Services  ,,Corporate and Support Services,Bridgefield IE,7740.26
2017-10-10,ZZP279755,1,12343,Land Use Consultants Ltd,260000,Human Resources  ,,Services to Place,Local Plan Project,35845.20
2017-10-10,ZZP279766,1,12222,Storm Enviromental Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,3058.20
2017-10-10,ZZP279766,2,12222,Storm Enviromental Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,3058.20
2017-10-10,ZZP279780,1,7670,Wilds Of Oldham,110000,Catering  ,,Corporate and Support Services,Town Hall Events,10000.00
2017-10-11,ZZP279843,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Services to Place,Town Centre Development Team,11628.00
2017-10-11,ZZP279878,1,2025,BT Plc (Openreach),390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Stockport Sports Village, Woodley - On Site",8554.13
2017-10-12,ZZP279908,1,10007,KPMG LLP ADVISORY,150000,Consultancy   ,,Corporate and Support Services,Corporate Policy,199420.00
2017-10-13,ZZP279947,1,1953,Newsco Insider Ltd,290000,Arts & Leisure Services  ,,Services to Place,Economic Development,5355.00
2017-10-13,ZZP279948,1,9957,Marketing Stockport,190000,Facilities & Management Services  ,,Services to Place,Economic Development,9200.00
2017-10-13,ZZP279952,1,1117,OLM Systems Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,199176.44
2017-10-13,ZZP279952,2,1117,OLM Systems Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,3600.00
2017-10-13,ZZP279968,1,1872,Marketing Manchester,261500,Human Resources Training & Conferences ,,Services to Place,Town Centre Development Team,12000.00
2017-10-13,ZZP279979,1,1900,Broxap Ltd,350000,Street & Traffic Management  ,,Services to Place,Public Realm Inspection,16320.00
2017-10-13,ZZP279988,1,12200,Cadent Gas Limited,230000,Highway Equipment & Materials    ,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,11041.83
2017-10-13,ZZP279989,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Brown Wheelie Bins,13181.00
2017-10-13,ZZP279989,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Blue Wheelie Bins,13181.00
2017-10-13,ZZP280006,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,10124.61
2017-10-16,ZZP280047,1,814,United Utilities/Diversiona,390000,Supplies and services,,Capital Expenditure,Main Contractor DD - On Site,240130.91
2017-10-16,ZZP280054,1,757,Transport for Greater Manchest,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,HIP Carriageways - On Site,5220.00
2017-10-17,ZZP280092,1,1648,KPR Midlink Ltd,181800,Environmental Services Technical Equipment ,,Services to Place,Market General,7913.00
2017-10-17,ZZP280098,1,5915,Atkins Global,150000,Consultancy   ,,Capital Expenditure,1223 District Centre - Marple Centre Transport Stu,27290.00
2017-10-18,ZZP280175,1,9862,Jacobs Consulting Engineers,150000,Consultancy   ,,Capital Expenditure,C6 Cheadle Hotspot Res. Phase 3,5666.00
2017-10-18,ZZP280176,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - De,64279.75
2017-10-18,ZZP280177,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Design Framework Staff,13225.00
2017-10-18,ZZP280179,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Black Wheelie Bins,10850.00
2017-10-18,ZZP280179,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Green Wheelie Bins,13405.00
2017-10-18,ZZP280202,1,12379,Geoffrey Osborne Ltd,390000,Supplies and services,,Capital Expenditure,5078 Astley St/Swaine St - TFGM Mersey Bridge - On,596388.06
2017-10-19,ZZP280222,1,3529,Totally Local Company Ltd,230000,Highway Equipment & Materials    ,,Capital Expenditure,5063B Buckingham Rd Imp. (Bellway) - Feasibility,113795.04
2017-10-19,ZZP280224,1,12344,Graham Construction Ltd,390000,Supplies and services,,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - O,158185.25
2017-10-19,ZZP280225,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,48000.00
2017-10-19,ZZP280227,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,37200.00
2017-10-19,ZZP280228,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,42000.00
2017-10-19,ZZP280229,1,683,AECOM Limited,150000,Consultancy   ,,Capital Expenditure,Principal Inspections - Feasibility,0.00
2017-10-19,ZZP280229,1,683,AECOM Limited,391200,"Works - Construction, Repair & Maintenance Engineering ",,Services to Place,ECS-Buildings Team,35487.40
2017-10-19,ZZP280231,1,5915,Atkins Global,150000,Consultancy   ,,Services to Place,Highways-Network Management,51350.00
2017-10-19,ZZP280232,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,Flood Event 07/16 - ProW - Construction,217188.02
2017-10-19,ZZP280302,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,1011 A6MARR CMM - Stepping Hill - Feasibility,9293.70
2017-10-20,ZZP280342,1,6672,Keep Britain  Tidy,190000,Facilities & Management Services  ,,Services to Place,Operational Support,6600.00
2017-10-23,ZZP280362,1,4272,Civica UK Ltd,390000,Supplies and services,,Corporate and Support Services,Bentax,25000.00
2017-10-23,ZZP280377,1,10216,Cromwell Polythene Limited,182020,Environmental Services Waste Management,,Services to Place,"Household Sacks,Kerbside boxes & bags",9263.80
2017-10-23,ZZP280403,1,10615,Mosaic Hospitality Limited,110000,Catering  ,,Corporate and Support Services,Town Hall Events,15011.00
2017-10-23,ZZP280410,1,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,30345.00
2017-10-23,ZZP280410,2,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,1515.00
2017-10-24,ZZP280431,1,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,3210.00
2017-10-24,ZZP280431,2,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,630.00
2017-10-24,ZZP280431,3,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,230.00
2017-10-24,ZZP280431,4,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,1825.00
2017-10-24,ZZP280431,5,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,2345.00
2017-10-24,ZZP280431,6,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,3600.00
2017-10-24,ZZP280431,7,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,470.00
2017-10-24,ZZP280431,8,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,2150.00
2017-10-24,ZZP280431,9,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,885.00
2017-10-24,ZZP280431,10,3529,Totally Local Company Ltd,390000,Supplies and services,,Services to Place,Nature-Arboriculture,660.00
2017-10-25,ZZP280495,1,9862,Jacobs Consulting Engineers,150000,Consultancy   ,,Services to Place,ECS-Buildings Team,6570.00
2017-10-26,ZZP280550,1,5687,BOTTOMLINE TECHNOLOGIES,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,8411.04
2017-10-26,ZZP280607,1,12193,Greater Manchester Combined Au,390000,Supplies and services,,Capital Expenditure,5090 Hemphaw Lane Lidl S278 - On Site,7000.00
2017-10-27,ZZP280614,1,8106,Tarmac Building Products Ltd,230000,Highway Equipment & Materials    ,,Capital Expenditure,5063B Buckingham Rd Imp. (Bellway) - Feasibility,41860.00
2017-10-27,ZZP280616,1,3188,Northgate Public Services,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,12020.00
2017-10-27,ZZP280618,1,10203,PINSENT MASONS LLP,280000,Legal Services  ,,Capital Expenditure,Gorsey Bank,150510.00
2017-10-30,ZZP280688,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,45580.00
2017-10-30,ZZP280690,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,,Capital Expenditure,Schemes In Parks,85448.71
2017-10-30,ZZP280717,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,1906 Mill Lane Cemetery Infrastructure Works 2017/,4300.00
2017-10-30,ZZP280717,2,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,1906 Mill Lane Cemetery Infrastructure Works 2017/,5170.00
2017-10-30,ZZP280732,1,8791,Lightspeed Systems(Europe) Ltd,181800,Environmental Services Technical Equipment ,,Corporate and Support Services,I&C Schools Email & Internet,7695.00
2017-10-30,ZZP280733,1,8791,Lightspeed Systems(Europe) Ltd,181800,Environmental Services Technical Equipment ,,Corporate and Support Services,I&C Schools Email & Internet,50000.00
2017-10-31,ZZP280782,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Gorsey Bank Investment Estate,13698.00
2017-10-31,ZZP280801,1,12401,NSL Ltd,200000,Financial Services  ,,Services to Place,Car Parks Administration,96982.00
2017-10-31,ZZP280818,1,4463,Reach Publishing Serv (MEN),190000,Facilities & Management Services  ,,Corporate and Support Services,Bridgefield IE,5304.00
2017-10-31,ZZP280829,1,865,Bethell Construction Ltd,390000,Supplies and services,,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,99300.00
2017-11-01,ZZP280882,1,544,Phoenix Software Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Corporate and Support Services,DbD – Phase 2,28661.50
2017-11-01,ZZP280886,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,6154.71
2017-11-02,ZZP280903,1,10796,Eamonn Murphy,290000,Arts & Leisure Services  ,,Services to Place,Market General,7627.00
2017-11-02,ZZP280905,1,10855,Bloom Procurement Services,150000,Consultancy   ,,Corporate and Support Services,Office of the Chief Executive,98400.00
2017-11-02,ZZP280933,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,13195.50
2017-11-02,ZZP280955,1,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,HIP Carriageways - On Site,4622.36
2017-11-02,ZZP280955,2,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,HIP Carriageways - On Site,1705.02
2017-11-03,ZZP280970,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,,Capital Expenditure,Schemes In Parks,117977.20
2017-11-03,ZZP281001,1,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,2444.70
2017-11-03,ZZP281001,2,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,2444.70
2017-11-03,ZZP281001,3,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,,Services to Place,Bulk Containers,2244.80
2017-11-03,ZZP281011,1,6918,CYBER MEDIA SOLUTIONS,390000,"Works - Construction, Repair & Maintenance  ",,Corporate and Support Services,IT Systems,12000.00
2017-11-04,ZZP281021,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255D CCAG2 - Demmings Rd Works - On Site,68597.21
2017-11-04,ZZP281022,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255D CCAG2 - Demmings Rd Works - On Site,16611.08
2017-11-04,ZZP281023,1,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255D CCAG2 - Demmings Rd Works - On Site,19100.00
2017-11-04,ZZP281025,1,5915,Atkins Global,390000,Supplies and services,,Capital Expenditure,SEMMMS Prep Costs - On Site,5542.00
2017-11-06,ZZP281062,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Bentax,6241.07
2017-11-06,ZZP281088,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,1012D A6MARR CMM - Marple - Windlehurst Rd Traffic,15500.00
2017-11-06,ZZP281093,1,11138,Security Plus Limited,200000,Financial Services  ,,Corporate and Support Services,U-Misc Finance-Corporate Management,26500.00
2017-11-07,ZZP281100,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255B CCAG2 - Ladybridge Road To Demmings Rd Pathw,324979.36
2017-11-07,ZZP281163,1,11661,Redeeming Our Communities (Res,150000,Consultancy   ,,Services to Place,Safer Partnerships,8821.25
2017-11-07,ZZP281164,1,12428,4 Seasons Garden Maintenance L,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 1,34451.89
2017-11-08,ZZP281202,1,4625,SAP (UK) Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,68699.00
2017-11-08,ZZP281257,1,10487,City Dressing,190000,Facilities & Management Services  ,,Services to Place,Bridgefield Consultancy Budget,9278.40
2017-11-10,ZZP281399,1,3750,TheNational Trust(Enterprises),150000,Consultancy   ,,Services to Place,U-Lyme Park & Hall,418084.00
2017-11-10,ZZP281438,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0257D Goyt Valley Links - Otterspool Lane - On Sit,14106.00
2017-11-13,ZZP281502,1,10857,Foodsync CIC,390000,Supplies and services,,Services to Place,Business Start Up,39800.00
2017-11-13,ZZP281507,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - Design,27986.00
2017-11-13,ZZP281508,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,24227.50
2017-11-13,ZZP281510,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,Principal Inspections - Feasibility,6264.30
2017-11-14,ZZP281512,1,9315,Carillion Morgan Sindall JV,390000,Supplies and services,,Capital Expenditure,Main Contractor DD - Design,14824085.62
2017-11-14,ZZP281521,1,4625,SAP (UK) Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,26963.00
2017-11-14,ZZP281522,1,4625,SAP (UK) Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,IT Systems,88904.00
2017-11-14,ZZP281576,1,8249,Creative Concern Ltd,150000,Consultancy   ,,Services to Place,Investing in Growth,20240.00
2017-11-14,ZZP281578,1,8249,Creative Concern Ltd,150000,Consultancy   ,,Services to Place,Investing in Growth,9550.00
2017-11-15,ZZP281590,1,12445,Barbour Logic Ltd,270000,Information Communication Technology  ,,Services to Place,Car Parks Administration,8750.00
2017-11-15,ZZP281651,1,683,AECOM Limited,391200,"Works - Construction, Repair & Maintenance Engineering ",,Services to Place,Highways – Cycle Training,0.00
2017-11-15,ZZP281651,1,683,AECOM Limited,391200,"Works - Construction, Repair & Maintenance Engineering ",,Services to Place,ECS-Buildings Team,35487.40
2017-11-15,ZZP281653,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0257D Goyt Valley Links - Otterspool Lane - On Sit,163000.00
2017-11-15,ZZP281654,1,8759,VAISALA  LTD,181800,Environmental Services Technical Equipment ,,Services to Place,Gritting,13752.00
2017-11-15,ZZP281655,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Design & Improvement Team,31600.00
2017-11-15,ZZP281656,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Network Assets Staff,30360.00
2017-11-15,ZZP281657,1,5915,Atkins Global,150000,Consultancy   ,,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,6680.00
2017-11-15,ZZP281658,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,,Capital Expenditure,STCAP St Marys Way/New Bridge Lane - On Site,244622.70
2017-11-15,ZZP281659,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,,Capital Expenditure,STCAP St Marys Way/Hall Street - On Site,178926.26
2017-11-15,ZZP281661,1,12193,Greater Manchester Combined Au,390000,Supplies and services,,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,60000.00
2017-11-16,ZZP281667,1,11058,Stockport Town Centre Business,290000,Arts & Leisure Services  ,,Services to Place,Borough Festive Lights,15000.00
2017-11-16,ZZP281737,1,6748,GEORGE COX & SONS LTD,150000,Consultancy   ,,Capital Expenditure,1012F A6MARR CMM - Marple - Quiet Lanes - On Site,72117.51
2017-11-17,ZZP281753,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,6480.00
2017-11-17,ZZP281753,2,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,6000.00
2017-11-17,ZZP281753,3,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,3600.00
2017-11-17,ZZP281753,4,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,6000.00
2017-11-17,ZZP281753,5,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,3600.00
2017-11-17,ZZP281757,1,6342,GREATER MANCHESTER POLICE AUTH,999999,Fees and Charges,,Services to Place,Safer Partnerships,12428.00
2017-11-17,ZZP281771,1,6672,Keep Britain  Tidy,190000,Facilities & Management Services  ,,Services to Place,Operational Support,97334.93
2017-11-20,ZZP281824,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,SPECIAL PROJECT 9,16429.32
2017-11-21,ZZP281867,1,4105,QA Ltd,260000,Human Resources  ,,Corporate and Support Services,Digital by Design Technical,13220.00
2017-11-21,ZZP281880,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Public Libraries General,9715.00
2017-11-21,ZZP281921,1,5464,ELECTRICITY NORTH WEST LIMITED,230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,6946.24
2017-11-21,ZZP281923,1,12318,Vodafone Ltd (Diversionary),230000,Highway Equipment & Materials    ,,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,21350.85
2017-11-21,ZZP281925,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,11625.20
2017-11-21,ZZP281926,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,8900.25
2017-11-22,ZZP282016,1,1694,Network Rail Infras'ture Ltd,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,48581.75
2017-11-22,ZZP282017,1,2025,BT Plc (Openreach),230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,36066.52
2017-11-22,ZZP282018,1,12200,Cadent Gas Limited,230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,31611.91
2017-11-22,ZZP282019,1,5835,Virgin Media Access Network Pl,230000,Highway Equipment & Materials    ,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,32603.73
2017-11-22,ZZP282021,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,5070 Barnes Hospital S278 - On Site,196355.00
2017-11-22,ZZP282023,1,5915,Atkins Global,150000,Consultancy   ,,Capital Expenditure,SEMMMS Prep Costs - On Site,72084.00
2017-11-22,ZZP282024,1,5835,Virgin Media Access Network Pl,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,"Stockport Sports Village, Woodley - On Site",7268.01
2017-11-23,ZZP282033,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,6000.00
2017-11-23,ZZP282035,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,6000.00
2017-11-23,ZZP282036,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,6480.00
2017-11-23,ZZP282044,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,,Capital Expenditure,M&U - 29-35 Little Underbank,10810.00
2017-11-24,ZZP282125,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,1012D A6MARR CMM - Marple - Windlehurst Rd Traffic,50000.00
2017-11-27,ZZP282144,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 8,8432.71
2017-11-27,ZZP282179,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,Strategic Culverts - On Site,9210.49
2017-11-27,ZZP282180,1,757,Transport for Greater Manchest,150000,Consultancy   ,,Capital Expenditure,SEMMMS Prep Costs - On Site,15000.00
2017-11-27,ZZP282180,2,757,Transport for Greater Manchest,150000,Consultancy   ,,Capital Expenditure,SEMMMS Prep Costs - On Site,5000.00
2017-11-28,ZZP282297,1,683,AECOM Limited,150000,Consultancy   ,,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - F,7750.00
2017-11-30,ZZP282364,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,12750.00
2017-11-30,ZZP282365,1,11715,CBRE,150000,Consultancy   ,,Corporate and Support Services,Merseyway Shopping Centre,5000.00
2017-11-30,ZZP282371,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Services to Place,Highway Structures - Routine and Reactive Maintena,7789.36
2017-12-01,ZZP282455,1,5835,Virgin Media Access Network Pl,270000,Information Communication Technology  ,,Corporate and Support Services,IT Infrastructure,66913.00
2017-12-02,ZZP282460,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Capital Expenditure,STCAP Woodbank Park Cycle Path - Feasibility,34905.40
2017-12-02,ZZP282461,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,,Services to Place,Design Framework Staff,30020.00
2017-12-04,ZZP282531,1,3529,Totally Local Company Ltd,240000,Horticultural  ,,Services to Place,SPECIAL PROJECT 1,18000.00
2017-12-04,ZZP282533,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,17593.17
2017-12-04,ZZP282534,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",,Capital Expenditure,0255F CCAG2 - Hilltop Avenue Area 20mph Zone - On,7421.94
2017-12-04,ZZP282535,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Black Wheelie Bins,10850.00
2017-12-04,ZZP282535,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Green Wheelie Bins,11970.00
2017-12-04,ZZP282535,3,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Brown Wheelie Bins,10850.00
2017-12-04,ZZP282535,4,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,,Services to Place,Blue Wheelie Bins,10850.00
2017-12-04,ZZP282541,1,3529,Totally Local Company Ltd,110000,Catering  ,,Corporate and Support Services,Management Accounting,42656.81
2017-12-05,ZZP282546,1,4272,Civica UK Ltd,390000,Supplies and services,,Corporate and Support Services,Bentax,25000.00
2017-12-05,ZZP282601,1,845,Dotted Eyes Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,4300.00
2017-12-05,ZZP282601,2,845,Dotted Eyes Ltd,270000,Information Communication Technology  ,,Corporate and Support Services,Business Intelligence,9600.00
