Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS,,,,,,,,,,,
22/01/2018,ZZC284441,1,12171,KEYS CHILDCARE LTD,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,"6,901.71",401024,10372,,,,,,,,,,,
23/01/2018,ZZC284535,1,1756,CoramBAAF,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,RAA Adoption Count,"5,625.00",401801,12957,,,,,,,,,,,
26/01/2018,ZZC284761,1,4369,Pennine Care NHS Trust,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,"56,621.00",561704,12731,,,,,,,,,,,
30/01/2018,ZZC284894,1,4047,Caritas Diocese of Salford,150000,Consultancy   ,Professional Fees,Services to People,RAA Adoption Count,"12,000.00",401020,12957,,,,,,,,,,,
31/01/2018,ZZC284945,1,11705,Parents in Partnership Stockpo,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to People,SEN Reform,"10,000.00",500530,12759,,,,,,,,,,,
31/01/2018,ZZC285005,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent School Fees Non Maintained Sch,"32,758.76",401024,12710,,,,,,,,,,,
05/02/2018,ZZC285184,1,12180,Acorn Care and Education,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,"6,160.97",401024,10372,,,,,,,,,,,
05/02/2018,ZZC285221,1,12612,Barnardo's Adoption Midlands,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,"60,000.00",530300,12957,,,,,,,,,,,
12/02/2018,ZZC285580,1,2816,The Fostering Network,200000,Financial Services  ,Fees and Charges,Services to People,FP - Fostering Staffing,"7,314.00",402401,11489,,,,,,,,,,,
13/02/2018,ZZC285632,1,12367,Beech Hall School,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,"7,350.00",401024,10372,,,,,,,,,,,
13/02/2018,ZZC285652,1,12660,Hope Valley College,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,"10,250.00",500304,10371,,,,,,,,,,,
13/02/2018,ZZC285662,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,"1,444.00",402001,11340,,,,,,,,,,,
13/02/2018,ZZC285662,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,477.13,402001,11340,,,,,,,,,,,
13/02/2018,ZZC285662,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,"7,940.52",402001,11340,,,,,,,,,,,
13/02/2018,ZZC285662,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,10.30,402001,11340,,,,,,,,,,,
13/02/2018,ZZC285662,5,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,66.50,402001,11340,,,,,,,,,,,
13/02/2018,ZZC285662,6,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Children's Stockport Family,66.50,402001,11340,,,,,,,,,,,
15/02/2018,ZZC285873,1,6189,CACI SoftSmart Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to People,YOS Non-Staffing,"11,881.12",402001,11503,,,,,,,,,,,
27/02/2018,ZZC286376,1,1449,Phonak UK ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,"2,775.90",400105,10325,,,,,,,,,,,
27/02/2018,ZZC286376,2,1449,Phonak UK ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,"3,046.80",400105,10325,,,,,,,,,,,
27/02/2018,ZZC286376,3,1449,Phonak UK ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,"1,419.00",400105,10325,,,,,,,,,,,
27/02/2018,ZZC286378,1,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,"8,388.00",400105,10325,,,,,,,,,,,
27/02/2018,ZZC286378,2,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,7.96,400105,10325,,,,,,,,,,,
27/02/2018,ZZC286378,3,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,15.21,400105,10325,,,,,,,,,,,
27/02/2018,ZZC286378,4,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,63.00,400105,10325,,,,,,,,,,,
27/02/2018,ZZC286378,5,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,21.40,400105,10325,,,,,,,,,,,
27/02/2018,ZZC286378,6,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,21.40,400105,10325,,,,,,,,,,,
27/02/2018,ZZC286378,7,1594,Connevans Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to People,Perip-Sensory Support Service,218.40,400105,10325,,,,,,,,,,,
28/02/2018,ZZC286441,1,12706,NEW ROOTS THERAPY NW,150000,Consultancy   ,Professional Fees,Services to People,FP – Adoption Support Fund,"12,249.00",401007,12183,,,,,,,,,,,
28/02/2018,ZZC286444,1,9159,TRAFFORD MBC,999999,Fees and Charges,Fees and Charges,Services to People,SG - Child Prot-Lscb,"12,500.00",401035,11424,,,,,,,,,,,
05/03/2018,ZZC286650,1,12237,"CGL (Change, Grow, Live)",999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,"484,867.00",561704,12731,,,,,,,,,,,
05/03/2018,ZZC286651,1,4369,Pennine Care NHS Trust,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Drug and Alcohol,"1,186,768.00",561704,12731,,,,,,,,,,,
07/03/2018,ZZC286742,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,"6,461.35",401024,10372,,,,,,,,,,,
07/03/2018,ZZC286743,1,9511,TRAFFORD MB COUNCIL,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,"5,295.18",500304,10371,,,,,,,,,,,
07/03/2018,ZZC286744,1,9511,TRAFFORD MB COUNCIL,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,"5,295.18",500304,10371,,,,,,,,,,,
08/03/2018,ZZC286847,1,12711,The EMDR Academy,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Incl - Psychologists,"10,500.00",401024,10751,,,,,,,,,,,
09/03/2018,ZZC286924,1,12501,Nugent Care,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,FP - Adoption Inter Agency,"9,000.00",530306,11485,,,,,,,,,,,
14/03/2018,ZZC287132,1,1339,Stockport NHS Foundation Trust,999999,Fees and Charges,Fees and Charges,Services to People,YOS Non-Staffing,"10,411.00",402404,11503,,,,,,,,,,,
14/03/2018,ZZC287143,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Lifestyles,"18,300.00",500402,12737,,,,,,,,,,,
15/03/2018,ZZC287265,1,8244,NCER CIC,200000,Financial Services  ,Fees and Charges,Services to People,SI - Advisers,"7,198.35",402401,10727,,,,,,,,,,,
15/03/2018,ZZC287265,2,8244,NCER CIC,200000,Financial Services  ,Fees and Charges,Services to People,SI - Advisers,"1,214.57",402401,10727,,,,,,,,,,,
16/03/2018,ZZC287352,1,12298,One Education Ltd,150000,Consultancy   ,Professional Fees,Services to People,RAA - Centre of Excellence Grant,"12,690.00",401020,12967,,,,,,,,,,,
20/03/2018,ZZC287435,1,5742,WAKEFIELD MDC,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,"10,788.46",500304,10371,,,,,,,,,,,
21/03/2018,ZZC287512,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,Perip-Classroom Assistant - Learning Dif,"8,400.00",500402,10300,,,,,,,,,,,
22/03/2018,ZZC287612,1,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,S2S-SSCO Partnership,"15,680.00",401020,10716,,,,,,,,,,,
26/03/2018,ZZC287700,1,628,Life Leisure,390000,Supplies and services,Supplies and services,Services to People,PH-Lifestyles,"32,607.00",401600,12737,,,,,,,,,,,
26/03/2018,ZZC287768,1,628,Life Leisure,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Lifestyles,"176,528.04",561704,12737,,,,,,,,,,,
27/03/2018,ZZC287817,1,12480,TS4TE Cooperative Ltd,390000,Supplies and services,Supplies and services,Services to People,PH-Health Protection,"11,200.00",401600,12739,,,,,,,,,,,
27/03/2018,ZZC287821,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,Lea-Other Local Authorities,"8,663.52",500304,10371,,,,,,,,,,,
28/03/2018,ZZC287865,1,2109,Rochdale MBC,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,"27,000.00",530300,12957,,,,,,,,,,,
28/03/2018,ZZC287866,1,7167,Cheshire East Borough Council.,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,RAA Adoption Count,"86,759.00",500303,12957,,,,,,,,,,,
28/03/2018,ZZC287867,1,7030,MANCHESTER CITY COUNCIL SHARED,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,RAA Adoption Count,"385,009.00",500303,12957,,,,,,,,,,,
28/03/2018,ZZC287868,1,3707,Salford City Council/Finance,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,RAA Adoption Count,"246,985.00",500303,12957,,,,,,,,,,,
28/03/2018,ZZC287869,1,9511,TRAFFORD MB COUNCIL,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,RAA Adoption Count,"199,358.00",500303,12957,,,,,,,,,,,
28/03/2018,ZZC287870,1,12298,One Education Ltd,150000,Consultancy   ,Professional Fees,Services to People,RAA - Centre of Excellence Grant,"71,040.00",401007,12967,,,,,,,,,,,
28/03/2018,ZZC287912,1,3707,Salford City Council/Finance,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,RAA Adoption Count,"10,333.33",500303,12957,,,,,,,,,,,
29/03/2018,ZZC287956,1,7030,MANCHESTER CITY COUNCIL SHARED,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,RAA Adoption Count,"57,750.00",500303,12957,,,,,,,,,,,
29/03/2018,ZZC287990,1,7166,THE DARTINGTON HALL TRUST,150000,Consultancy   ,Professional Fees,Services to People,WD-Staff Development-Grants,"10,675.00",401020,12202,,,,,,,,,,,
02/01/2018,ZZP283541,1,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Business Intelligence,"18,178.13",402001,11872,,,,,,,,,,,
02/01/2018,ZZP283550,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"14,060.00",401007,11959,,,,,,,,,,,
02/01/2018,ZZP283566,1,10670,Osborne Richardson,150000,Consultancy   ,Professional Fees,Services to Place,Food & Safety,"7,590.00",401007,10912,,,,,,,,,,,
02/01/2018,ZZP283576,1,3529,Totally Local Company Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,Local Election,"20,000.00",400100,12102,,,,,,,,,,,
02/01/2018,ZZP283584,1,6004,DV Greater Manchester Police,999999,UNCLASSIFIED  ,Third party payments - Public Sector,Corporate and Support Services,GMCA Community Safety Fund,"7,000.00",500811,12965,,,,,,,,,,,
02/01/2018,ZZP283587,1,1644,Tameside MBC,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,Bentax,"7,000.00",401015,11139,,,,,,,,,,,
03/01/2018,ZZP283607,1,9075,Construction Partnership UK Lt,280000,Legal Services  ,Legal Fees,Capital Expenditure,Car Parks - Feasibility,"5,188.45",401016,C.00771.201,,,,,,,,,,,
03/01/2018,ZZP283615,1,2746,Local Government Info Unit,200000,Financial Services  ,Fees and Charges,Corporate and Support Services,Corporate Policy,"12,850.00",402401,12642,,,,,,,,,,,
03/01/2018,ZZP283671,1,261,Elcom Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"64,066.00",402001,12503,,,,,,,,,,,
04/01/2018,ZZP283704,1,7830,IEG4  LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,"6,300.00",402001,11139,,,,,,,,,,,
04/01/2018,ZZP283718,1,7830,IEG4  LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,"6,284.00",402001,11139,,,,,,,,,,,
04/01/2018,ZZP283719,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,"6,450.00",402001,11139,,,,,,,,,,,
04/01/2018,ZZP283732,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"411,041.40",401600,C.00983.203,,,,,,,,,,,
05/01/2018,ZZP283750,1,12552,Barton Willmore,150000,Consultancy   ,Professional Fees,Services to Place,Local Plan Project,"70,000.00",401007,12936,,,,,,,,,,,
05/01/2018,ZZP283774,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP Bridgefield Street - On Site,"259,760.84",401600,C.00949.203,,,,,,,,,,,
05/01/2018,ZZP283775,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,"640,330.19",401600,C.00988.203,,,,,,,,,,,
05/01/2018,ZZP283784,1,329,Norman Ashworth Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Offerton Ward,"6,250.00",202050,12014,,,,,,,,,,,
08/01/2018,ZZP283806,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,Local Plan Project,"9,545.00",401007,12936,,,,,,,,,,,
08/01/2018,ZZP283817,1,10855,Bloom Procurement Services,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Digital by Design Technical,"56,472.00",402004,11078,,,,,,,,,,,
08/01/2018,ZZP283833,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,Flood Event 07/16 - ProW - Construction,"20,721.79",401600,C.01108.203,,,,,,,,,,,
09/01/2018,ZZP283883,1,814,United Utilities/Diversiona,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - O,"21,202.82",202055,C.00996.203,,,,,,,,,,,
10/01/2018,ZZP283925,1,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Business Intelligence,"18,178.13",402001,11872,,,,,,,,,,,
11/01/2018,ZZP283962,1,11661,Redeeming Our Communities (Res,150000,Consultancy   ,Professional Fees,Corporate and Support Services,GMCA Community Safety Fund,"8,821.25",401020,12965,,,,,,,,,,,
11/01/2018,ZZP283977,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,"185,869.76",402010,11139,,,,,,,,,,,
12/01/2018,ZZP284031,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,"44,692.00",200304,C.01194.203,,,,,,,,,,,
12/01/2018,ZZP284033,1,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,"6,000.00",400110,C.01194.203,,,,,,,,,,,
12/01/2018,ZZP284034,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"7,774.00",202032,11267,,,,,,,,,,,
12/01/2018,ZZP284082,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"70,054.70",401600,C.01179.100,,,,,,,,,,,
12/01/2018,ZZP284084,1,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1012B A6MARR CMM - Windlehurst Rd Junction - On Si,"52,000.00",200304,C.01117.203,,,,,,,,,,,
16/01/2018,ZZP284221,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP Higher Hillgate/Shawcross Street - On Site,"18,350.88",401600,C.00936.203,,,,,,,,,,,
16/01/2018,ZZP284224,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,"24,119.06",401600,C.00988.203,,,,,,,,,,,
16/01/2018,ZZP284226,1,5464,ELECTRICITY NORTH WEST LIMITED,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 606 Woodbank Park Cycle Path - Land,"10,000.24",202055,C.00945.204,,,,,,,,,,,
16/01/2018,ZZP284236,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0257D Goyt Valley Links - Otterspool Lane - On Sit,"58,880.20",200304,C.01125.203,,,,,,,,,,,
16/01/2018,ZZP284237,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,5109 Mill Lane Bridleway Improvements S278 - On Si,"29,780.75",401600,C.01192.203,,,,,,,,,,,
19/01/2018,ZZP284404,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Services to Place,Bridgefield Consultancy Budget,"6,200.36",200304,12640,,,,,,,,,,,
19/01/2018,ZZP284407,1,3529,Totally Local Company Ltd,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,Capital Expenditure,5062 St Elisabeth's Primary School - Design,"6,247.80",200316,C.01040.202,,,,,,,,,,,
19/01/2018,ZZP284408,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,5079 Brighton Rd S278 Scarborough - On Site,"12,151.20",401007,C.01114.203,,,,,,,,,,,
19/01/2018,ZZP284410,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Highway Drainage Routine Repair - Feasibility,"10,000.00",401007,C.01023.201,,,,,,,,,,,
19/01/2018,ZZP284411,1,9862,Jacobs Consulting Engineers,150000,Consultancy   ,Professional Fees,Capital Expenditure,Highway Drainage Investment Programme - Feasibilit,"3,270.50",401007,C.01022.201,,,,,,,,,,,
19/01/2018,ZZP284411,1,9862,Jacobs Consulting Engineers,150000,Consultancy   ,Professional Fees,Capital Expenditure,Flood Event 07/16 - ProW - Feasibility,"3,270.50",401007,C.01108.201,,,,,,,,,,,
19/01/2018,ZZP284420,1,329,Norman Ashworth Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Offerton Ward,"6,250.00",202050,12014,,,,,,,,,,,
20/01/2018,ZZP284422,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"33,174.00",401007,C.01179.100,,,,,,,,,,,
20/01/2018,ZZP284423,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"35,819.80",401007,C.01179.100,,,,,,,,,,,
22/01/2018,ZZP284435,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Services to Place,Town Centre Development Team,"12,000.00",401007,10072,,,,,,,,,,,
22/01/2018,ZZP284450,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"5,139.24",402002,12503,,,,,,,,,,,
22/01/2018,ZZP284465,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"6,546.00",401020,11965,,,,,,,,,,,
23/01/2018,ZZP284534,1,9309,Muse Developments Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Stockport Exchange Phase 3 Preliminaries,"853,825.00",401007,C.10930.001,,,,,,,,,,,
23/01/2018,ZZP284548,1,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,42.50,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,2,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,35.00,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,3,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,390.00,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,4,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,370.50,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,5,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,112.50,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,6,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,16.25,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,7,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,573.75,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,8,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,37.50,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,9,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,900.00,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,10,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,"1,012.50",400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,11,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,105.00,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,12,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,170.00,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,13,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,303.75,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,14,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,144.00,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,15,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,52.50,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,16,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,"1,372.50",400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284548,17,7589,CHESHIRE NURSERIES,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,220.00,400110,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284549,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,"44,692.00",401600,C.01194.203,,,,,,,,,,,
23/01/2018,ZZP284565,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,"7,208.32",401600,C.00988.203,,,,,,,,,,,
23/01/2018,ZZP284567,1,3529,Totally Local Company Ltd,350000,Street & Traffic Management  ,Fixtures and Fittings,Services to Place,Structural Testing of Signs,"14,840.00",201202,12028,,,,,,,,,,,
24/01/2018,ZZP284591,1,12609,ASHTEAD PLANT HIRE,202000,Financial Services Rents ,Rents,Corporate and Support Services,Local Election,"8,500.00",200720,12102,,,,,,,,,,,
24/01/2018,ZZP284633,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Contact Centre & FPH,"7,400.00",401600,11065,,,,,,,,,,,
24/01/2018,ZZP284662,1,9453,Gaist Solutions Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Footways - On Site,"18,291.00",200304,C.00712.203,,,,,,,,,,,
24/01/2018,ZZP284662,2,9453,Gaist Solutions Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Footways - On Site,"14,070.00",200304,C.00712.203,,,,,,,,,,,
25/01/2018,ZZP284713,1,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Investing in Growth,"6,380.10",401007,10102,,,,,,,,,,,
26/01/2018,ZZP284795,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"1,052,190.73",401600,C.00987.203,,,,,,,,,,,
29/01/2018,ZZP284807,1,10806,Middleton Funeralcare (Co-op),381600,Vehicle Management Hire/Leasing ,Leasing /Transport Hire,Corporate and Support Services,U-Coroners Court-General,"8,613.00",300302,10965,,,,,,,,,,,
29/01/2018,ZZP284817,1,1535,Capita Education Services,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,POD SIMS,"136,467.20",401017,10422,,,,,,,,,,,
29/01/2018,ZZP284817,2,1535,Capita Education Services,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,POD SIMS,"25,312.00",401017,10422,,,,,,,,,,,
29/01/2018,ZZP284822,1,909,DWF LLP,280000,Legal Services  ,Legal Fees,Services to Place,Sports Trust,"12,000.00",401016,11294,,,,,,,,,,,
