Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,Description of Goods ,Service/Department ,Expense Area ,Net Order Value Over £5000.00 
2018-09-07,ZZP296350,1,628,Life Leisure,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Condition Works on Leisure Centres - Cheadle,5400.00
2018-09-07,ZZP296351,1,2157,Fiona Smith,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,2000.00
2018-09-07,ZZP296351,2,2157,Fiona Smith,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,2000.00
2018-09-07,ZZP296351,3,2157,Fiona Smith,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,2000.00
2018-09-07,ZZP296351,4,2157,Fiona Smith,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,4000.00
2018-09-06,ZZS296261,1,1177,Copyright Licensing Agency,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Legal Professional fees,11860.90
2018-09-06,ZSA296295,1,1644,Tameside MBC,170000,Education  ,Third party payments - Public Sector,Services to People,Safeguarding Adults,51048.00
2018-09-06,ZSA296296,1,5669,Equity Housing Group (Rents),181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Improved Better Care Fund,28248.00
2018-09-06,ZZC296290,1,1669,Charnwood Nursery,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,Lea-Sen Independent School Fees,8911.12
2018-09-06,ZZP296273,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Romiley Forum - Refurbishment,1821.34
2018-09-06,ZZP296273,2,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Romiley Forum - Refurbishment,3508.41
2018-09-05,ZZP296205,1,4105,QA Ltd,260000,Human Resources  ,Staff Training,Corporate and Support Services,DbD – Phase 2,4500.00
2018-09-05,ZZP296205,2,4105,QA Ltd,260000,Human Resources  ,Staff Training,Corporate and Support Services,DbD – Phase 2,1465.00
2018-09-05,ZZP296233,1,7266,Intelligent Data Systems (UK),270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Premises Licensing,5000.00
2018-09-04,ZZP296185,1,13099,ROBERTSON FACILITIES MANAGEMEN,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Head of Property& Procurement,21800.00
2018-09-04,ZZP296189,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Area East-Brabyns Park,11018.23
2018-09-03,ZZP296032,1,13114,Our Stories Heritge Consultanc,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,3750.00
2018-09-03,ZZP296032,2,13114,Our Stories Heritge Consultanc,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,3750.00
2018-09-03,ZZP296032,3,13114,Our Stories Heritge Consultanc,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,3750.00
2018-09-03,ZZP296032,4,13114,Our Stories Heritge Consultanc,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,3750.00
2018-09-03,ZFC296052,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Didsbury Rd Prim. Mechanical & Electrical Improvem,920980.00
2018-09-03,ZFC296050,1,7650,Liquid Roofing Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Hursthead Infant ROOF,337522.58
2018-09-03,ZFC296049,1,6827,PLP Construction,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Stopford House - Server Room Data Centre Relocatio,257768.00
2018-09-03,ZFC296048,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Libraries - refurbishment,85719.81
2018-09-03,ZFC296047,1,5788,DESIGNED ROOF SYSTEMS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Banks Lane Jnr Roof,582705.00
2018-09-03,ZFC296046,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Great Moor Jnr PSBP2 Kitchen/Dining Room,827739.00
2018-08-31,ZSA295979,1,11476,Salford Community Leisure Ltd,150000,Consultancy   ,Professional Fees,Services to People,Development Fund,7947.00
2018-08-31,ZSA295978,1,13083,Abbotsound Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Residential & Nursing Care purchasing,20000.00
2018-08-31,ZZP295968,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Highways-Road Safety,6776.00
2018-08-31,ZZP295989,1,628,Life Leisure,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Condition Works on Leisure Centres - Hazel Grove,6652.00
2018-08-31,ZZP295989,2,628,Life Leisure,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Condition Works on Leisure Centres - Cheadle,6652.00
2018-08-31,ZES296013,1,5740,ANS Group Plc,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,6534.29
2018-08-31,ZES296008,1,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,487031.13
2018-08-31,ZES296008,2,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,94.53
2018-08-31,ZES296008,3,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,131491.13
2018-08-30,ZZC295935,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,Stockport Family Senior Management,80410.00
2018-08-30,ZZC295900,1,13109,4 Mental Health Ltd,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Services to People,PH-Mental Wellbeing,22700.00
2018-08-30,ZZP295965,1,223,Groundwork Landscapes Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Bredbury & Romiley Ward,5991.70
2018-08-30,ZZP295962,1,757,Transport for Greater Manchest,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,Capital Expenditure,5079 Brighton Rd S278 Scarborough - Feasibility,5603.42
2018-08-30,ZZP295929,1,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,700.00
2018-08-30,ZZP295929,2,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,150.00
2018-08-30,ZZP295929,3,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,700.00
2018-08-30,ZZP295929,4,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,1200.00
2018-08-30,ZZP295929,5,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,300.00
2018-08-30,ZZP295929,6,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,180.00
2018-08-30,ZZP295929,7,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,50.00
2018-08-30,ZZP295929,8,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,1100.00
2018-08-30,ZZP295929,9,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,480.00
2018-08-30,ZZP295929,10,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,80.00
2018-08-30,ZZP295929,11,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,900.00
2018-08-30,ZZP295929,12,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,780.00
2018-08-30,ZZP295929,13,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,300.00
2018-08-30,ZZP295929,14,2100,Lubbe and Sons (Bulbs) Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,200.00
2018-08-30,ZES295904,1,5814,Prosperon Networks Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,19002.00
2018-08-29,ZZP295866,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,45000.00
2018-08-29,ZZP295865,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Replacement Tree Planting 2017-20 - On Sit,45000.00
2018-08-29,ZZP295843,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Capital Expenditure,Principal Inspections - Feasibility,48187.25
2018-08-29,ZZP295884,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,15000.00
2018-08-28,ZSA295821,1,13083,Abbotsound Ltd,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Residential & Nursing Care purchasing,55000.00
2018-08-28,ZZC295815,1,1722,The Together Trust Centre,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,103000.00
2018-08-28,ZZP295824,1,1113,Maysand Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Area East-Brabyns Park,10336.14
2018-08-28,ZZP295783,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,1856.66
2018-08-28,ZZP295783,2,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,2581.75
2018-08-28,ZZP295783,3,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,579.42
2018-08-28,ZZP295783,4,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,425.00
2018-08-28,ZZP295783,5,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,2648.69
2018-08-28,ZZP295781,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,195.00
2018-08-28,ZZP295781,2,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,2380.00
2018-08-28,ZZP295781,3,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,165.00
2018-08-28,ZZP295781,4,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,490.00
2018-08-28,ZZP295781,5,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,140.00
2018-08-28,ZZP295781,6,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,2808.50
2018-08-28,ZZP295780,1,219,Arboricultural Treeworks,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,8349.00
2018-08-28,ZZP295780,2,219,Arboricultural Treeworks,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,1.00
2018-08-28,ZZP295825,1,1113,Maysand Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Area East-Brabyns Park,13365.29
2018-08-28,ZZP295831,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Services to Place,SPECIAL PROJECT 9,46600.00
2018-08-24,ZZC295752,1,10572,Cranage Hall,260000,Human Resources  ,Staff Training,Services to People,SI - Advisers,13148.00
2018-08-24,ZZC295716,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent School Fees Non Maintained Sch,31000.00
2018-08-24,ZZP295708,1,11525,New Local Government Network,200000,Financial Services  ,Fees and Charges,Corporate and Support Services,Corporate Policy,12324.00
2018-08-24,ZZP295750,1,7522,The Design Concept,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,5000.00
2018-08-24,ZZP295749,1,7522,The Design Concept,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,10625.00
2018-08-23,ZZC295692,1,10161,Mark Hancock Ltd,150000,Consultancy   ,Professional Fees,Services to People,Incl - Psychologists,6000.00
2018-08-23,ZZP295660,1,13099,ROBERTSON FACILITIES MANAGEMEN,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Head of Property& Procurement,291666.64
2018-08-22,ZSA295616,1,3529,Totally Local Company Ltd,130000,Cleaning & Janitorial  ,Cleaning,Services to People,Redcroft Residential,7000.00
2018-08-22,ZZC295637,1,3538,The University of Sheffield,999999,Fees and Charges,Fees and Charges,Services to People,Incl - Psychologists,16950.00
2018-08-22,ZZP295656,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,21746.50
2018-08-22,ZZP295655,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Services to Place,S 278 Developer Fees and Contributions,7933.16
2018-08-22,ZZP295609,1,6748,GEORGE COX & SONS LTD,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,9274.49
2018-08-22,ZZP295608,1,9009,Bernard Taylor Partnership,240000,Horticultural  ,Grounds Maintenance,Services to Place,Area East-Brabyns Park,6000.00
2018-08-22,ZZP295632,1,7522,The Design Concept,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,23726.00
2018-08-22,ZZP295650,1,216,Manchester City Council,202100,Financial Services Subscriptions ,Third party payments - Public Sector,Corporate and Support Services,Civil Resilience,52380.00
2018-08-20,ZZP295544,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,Highways-Network Management,27720.00
2018-08-20,ZZP295541,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,Highways-Network Management,23275.00
2018-08-20,ZFC295492,1,4708,The Dodd Group,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Alexandra Park Prim Boiler Refurbishment,76758.00
2018-08-20,ZFC295491,1,13069,W H Good Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Cheadle Heath Prim - Boiler,119857.00
2018-08-20,ZFC295490,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Lisburne Spec. Sch. At Hollywood Park(Phase 2),209521.00
2018-08-17,ZZS295469,1,12816,Eversheds Sutherland (Internat,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Stockport Exchange Phase 2 - Office,5070.56
2018-08-17,ZZP295455,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Black Wheelie Bins,9520.00
2018-08-16,ZZP295423,1,10203,PINSENT MASONS LLP,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shopping Centre,7950.00
2018-08-14,ZZP295323,1,3529,Totally Local Company Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Planned Patching Repairs,12627.76
2018-08-14,ZZP295324,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,571 Welkin Mill Subways - On Site,14500.73
2018-08-14,ZZP295280,1,4708,The Dodd Group,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Condition Works on Leisure Centres - Marple,10133.83
2018-08-14,ZZP295322,1,7852,Cheshire East Council,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,"Passages, Rail & Marr",39547.13
2018-08-13,ZSA295211,1,1799,Stockport Homes,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,Preventative TechGy,224344.00
2018-08-13,ZZP295202,1,3529,Totally Local Company Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Planned Patching Repairs,6069.38
2018-08-13,ZZP295243,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,5082 Bredbury Curve S278 - On Site,97552.58
2018-08-13,ZZP295244,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,5082 Bredbury Curve S278 - On Site,36758.02
2018-08-13,ZZP295245,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,5082 Bredbury Curve S278 - On Site,9557.25
2018-08-10,ZZP295138,1,5915,Atkins Global,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Fvr B LED Investment Programme - Management Costs,6988.00
2018-08-10,ZZP295137,1,5915,Atkins Global,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Fvr B LED Investment Programme - Management Costs,31970.00
2018-08-10,ZZP295149,1,4585,Knight Kavanagh & Page Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Condition Works on Leisure Centres - Marple,9700.00
2018-08-09,ZSA295131,1,658,Disability Stockport,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to People,Modernisation,45000.00
2018-08-09,ZSA295103,1,13063,Access Independent,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Improved Better Care Fund,13155.00
2018-08-09,ZZP295095,1,3669,Urban Vision Partnership Lt,150000,Consultancy   ,Professional Fees,Services to Place,PLANNING,35000.00
2018-08-08,ZZP295039,1,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Business Intelligence,9300.00
2018-08-08,ZZP295054,1,10506,G2 Recruitment Solutions Limit,150000,Consultancy   ,Professional Fees,Services to Place,Neighbourhood Enforcement,8820.00
2018-08-08,ZFC295035,1,13007,Arc Elevators Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Capital Works on Leisure Centres - Grand Central,69480.00
2018-08-08,ZES295052,1,9441,Softcat Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,7993.92
2018-08-07,ZSA294933,1,13048,Ferguson Partnership Limited,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Transformation Fund-Provider,57200.00
2018-08-07,ZSA295021,1,13063,Access Independent,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Improved Better Care Fund,8400.00
2018-08-07,ZZP295016,1,6218,Lock it Safe Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - On Site,9544.00
2018-08-07,ZZP295017,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Brown Wheelie Bins,11040.00
2018-08-07,ZZP295017,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Blue Wheelie Bins,11040.00
2018-08-07,ZZP295017,3,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Green Wheelie Bins,13200.00
2018-08-06,ZZP294904,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Services to Place,Landscape Dev-Werneth Ward Open Spaces,5650.00
2018-08-03,ZZC294847,1,7216,Blackpool Council.,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,43000.00
2018-08-03,ZZC294846,1,4752,Barnsley MBC,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,27000.00
2018-08-03,ZZC294858,1,628,Life Leisure,999999,UNCLASSIFIED  ,MISCLASSIFIED? CHECK BEFORE PUBLICATION,Services to People,S2S-SSCO Partnership,5649.96
2018-08-03,ZZP294870,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Black Wheelie Bins,10710.00
2018-08-03,ZZP294839,1,6116,Atkins Limited,150000,Consultancy   ,Professional Fees,Capital Expenditure,Fvr B LED Investment Programme - Management Costs,26700.00
2018-08-03,ZZP294869,1,10670,Osborne Richardson,150000,Consultancy   ,Professional Fees,Services to Place,Food & Safety,22924.50
2018-08-03,ZZP294869,2,10670,Osborne Richardson,150000,Consultancy   ,Professional Fees,Services to Place,Food & Safety,1188.00
2018-08-02,ZZP294784,1,7861,Stockport District CAB,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Corporate and Support Services,"Information, Advice & Guidance",5604.71
2018-08-02,ZZP294774,1,1799,Stockport Homes,150000,Consultancy   ,Professional Fees,Corporate and Support Services,SPB - Investment Estate,34166.49
2018-08-02,ZZP294808,1,3239,ARC,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,20000.00
2018-08-01,ZSA294727,1,1117,OLM Systems Ltd,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Services to People,Information Management,30000.00
2018-08-01,ZZP294752,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,15000.00
2018-08-01,ZZP294754,1,13054,BPG Sportsground Contractors,240000,Horticultural  ,Grounds Maintenance,Services to Place,Landscape Dev-Werneth Ward Open Spaces,11874.00
2018-07-31,ZZC294683,1,13014,DFW Adoption,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,RAA Adoption Count,31000.00
2018-07-31,ZZC294650,1,1339,Stockport NHS Foundation Trust,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,13100.00
2018-07-31,ZZP294690,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0255A CCAG2 - Ladybridge Road Works - On Site,76931.61
2018-07-31,ZZP294686,1,10179,Messagelabs Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C Schools Email & Internet,22500.00
2018-07-31,ZFC294669,1,3670,Alliance Disposables,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,SPB Operational Estate,8300.00
2018-07-31,ZFC294669,2,3670,Alliance Disposables,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,SPB Operational Estate,500.00
2018-07-31,ZFC294669,3,3670,Alliance Disposables,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,SPB Operational Estate,700.00
2018-07-30,ZSA294582,1,13048,Ferguson Partnership Limited,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,Old People Mgt Head Of Service& Managers,68640.00
2018-07-29,ZZP294541,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,5000.00
2018-07-29,ZZP294540,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,5000.00
2018-07-27,ZAV294473,1,12402,VeryPC Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,12003.24
2018-07-27,ZAV294473,2,12402,VeryPC Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Corporate and Support Services,IT AVA Non - SLA,15.00
2018-07-27,ZZP294515,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,"Stockport Sports Village, Woodley - On Site",5214.14
2018-07-27,ZZP294497,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Gorsey Bank Investment Estate,15703.00
2018-07-27,ZZP294513,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,19000.00
2018-07-27,ZZP294512,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,19000.00
2018-07-27,ZZP294529,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Gates and Barriers,34000.00
2018-07-26,ZSA294411,1,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,5160.00
2018-07-26,ZSA294411,2,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,840.00
2018-07-26,ZSA294411,3,10081,Doro Care Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,545.00
2018-07-26,ZSA294412,1,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,723.00
2018-07-26,ZSA294412,2,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,600.00
2018-07-26,ZSA294412,3,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,1500.00
2018-07-26,ZSA294412,4,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Capital Expenditure,Telecare Equipment,6400.00
2018-07-26,ZSA294399,1,1644,Tameside MBC,999999,Fees and Charges,Fees and Charges,Services to People,Info S&P Special Projects,50000.00
2018-07-26,ZZC294410,1,1799,Stockport Homes,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,PH-Physical Activity,3510.00
2018-07-26,ZZC294410,2,1799,Stockport Homes,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,PH-Physical Activity,1282.26
2018-07-26,ZZC294410,3,1799,Stockport Homes,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,PH-Physical Activity,175.00
2018-07-26,ZZC294410,4,1799,Stockport Homes,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to People,PH-Physical Activity,112.00
2018-07-26,ZZC294401,1,1339,Stockport NHS Foundation Trust,310000,Healthcare  ,Third party payments - Public Sector,Services to People,Stockport Family Senior Management,26250.00
2018-07-26,ZZP294443,1,8549,Lucy Zodion Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0262 CCAG2 - Cycle Parking - Feasibility,93750.00
2018-07-26,ZZP294372,1,1007,JCDecaux UK Ltd,190000,Facilities & Management Services  ,Publicity and Promotion,Corporate and Support Services,POD Printing,5634.20
2018-07-26,ZZP294398,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Head of Property& Procurement,6694.92
